"ID" "Year" "LAI_Q90" "Municipality"
"Jurbarkas.2002" 33 2002 3.40335870190368 "Jurbarkas"
"Taurage.2002" 34 2002 4.07556499172349 "Taurage"
"Mazeikiai.2002" 35 2002 3.48031824102569 "Mazeikiai"
"Plunge.2002" 36 2002 4.48738045644638 "Plunge"
"Telsiai.2002" 37 2002 4.1904810265091 "Telsiai"
"Anyksciai.2002" 38 2002 3.77900996106243 "Anyksciai"
"Ignalina.2002" 39 2002 4.0039154028531 "Ignalina"
"Moletai.2002" 40 2002 3.90276706975023 "Moletai"
"Utena.2002" 41 2002 4.18839751710246 "Utena"
"Zarasai.2002" 42 2002 4.33200910674201 "Zarasai"
"Salcininkai.2002" 43 2002 3.59267372199875 "Salcininkai"
"Sirvintos.2002" 44 2002 3.56140597979463 "Sirvintos"
"Svencionys.2002" 45 2002 4.04321455645808 "Svencionys"
"Trakai.2002" 46 2002 3.53106183146112 "Trakai"
"Ukmerge.2002" 47 2002 3.46902870412017 "Ukmerge"
"Vilnius.2002" 48 2002 3.73449457050201 "Vilnius"
"Siauliai.2003" 1 2003 4.28301586997066 "Siauliai"
"Akmene.2003" 2 2003 3.93062845765993 "Akmene"
"Joniskis.2003" 3 2003 4.31997019781438 "Joniskis"
"Kelme.2003" 4 2003 4.4024376585948 "Kelme"
"Pakruojis.2003" 5 2003 4.44691842239589 "Pakruojis"
"Radviliskis.2003" 6 2003 4.17956597848407 "Radviliskis"
"Alytus.2003" 7 2003 3.97114106844216 "Alytus"
"Druskininkai.2003" 8 2003 2.89397726709192 "Druskininkai"
"Lazdijai.2003" 9 2003 3.52369210647774 "Lazdijai"
"Varena.2003" 10 2003 3.85810843273938 "Varena"
"Birstonas.2003" 11 2003 3.37699998855591 "Birstonas"
"Jonava.2003" 12 2003 4.15396932282338 "Jonava"
"Kedainiai.2003" 13 2003 4.15735282331546 "Kedainiai"
"Kaisiadorys.2003" 14 2003 4.46139011500859 "Kaisiadorys"
"Kaunas.2003" 15 2003 4.16316543332025 "Kaunas"
"Prienai.2003" 16 2003 4.09715465096024 "Prienai"
"Raseiniai.2003" 17 2003 4.06446368237448 "Raseiniai"
"Silute.2003" 18 2003 4.34472898020348 "Silute"
"Klaipeda.2003" 19 2003 4.0045962439282 "Klaipeda"
"Kretinga.2003" 20 2003 4.19468879779407 "Kretinga"
"Neringa.2003" 21 2003 2.87814284483592 "Neringa"
"Palanga.2003" 22 2003 4.22290595861582 "Palanga"
"Skuodas.2003" 23 2003 4.05150056408158 "Skuodas"
"Sakiai.2003" 24 2003 4.28708117488911 "Sakiai"
"Marijampole.2003" 25 2003 4.15779512482162 "Marijampole"
"Vilkaviskis.2003" 26 2003 4.02271206120538 "Vilkaviskis"
"Birzai.2003" 27 2003 4.13747771175462 "Birzai"
"Kupiskis.2003" 28 2003 3.96363417575314 "Kupiskis"
"Panevezys.2003" 29 2003 4.07027843689285 "Panevezys"
"Pasvalys.2003" 30 2003 4.20980698214797 "Pasvalys"
"Rokiskis.2003" 31 2003 4.17181895674109 "Rokiskis"
"Silale.2003" 32 2003 4.68795840719472 "Silale"
"Jurbarkas.2003" 33 2003 4.26987075891938 "Jurbarkas"
"Taurage.2003" 34 2003 4.55658234422985 "Taurage"
"Mazeikiai.2003" 35 2003 3.88918410344594 "Mazeikiai"
"Plunge.2003" 36 2003 4.6973971685591 "Plunge"
"Telsiai.2003" 37 2003 4.48144915887546 "Telsiai"
"Anyksciai.2003" 38 2003 4.2383734239202 "Anyksciai"
"Ignalina.2003" 39 2003 4.33554988271983 "Ignalina"
"Moletai.2003" 40 2003 4.26791898374735 "Moletai"
"Utena.2003" 41 2003 4.50331995404099 "Utena"
"Zarasai.2003" 42 2003 4.42567942016546 "Zarasai"
"Salcininkai.2003" 43 2003 4.04063083219455 "Salcininkai"
"Sirvintos.2003" 44 2003 4.33828020390387 "Sirvintos"
"Svencionys.2003" 45 2003 4.05076194377689 "Svencionys"
"Trakai.2003" 46 2003 4.04597182205443 "Trakai"
"Ukmerge.2003" 47 2003 4.26675562314787 "Ukmerge"
"Vilnius.2003" 48 2003 4.15491745497844 "Vilnius"
"Siauliai.2004" 1 2004 4.04862256715207 "Siauliai"
"Akmene.2004" 2 2004 3.71581433355551 "Akmene"
"Joniskis.2004" 3 2004 4.0258409376672 "Joniskis"
"Kelme.2004" 4 2004 4.13383896132878 "Kelme"
"Pakruojis.2004" 5 2004 4.02142553310759 "Pakruojis"
"Radviliskis.2004" 6 2004 3.92432268359684 "Radviliskis"
"Alytus.2004" 7 2004 3.92522891842007 "Alytus"
"Druskininkai.2004" 8 2004 2.71943181861531 "Druskininkai"
"Lazdijai.2004" 9 2004 3.4550123987282 "Lazdijai"
"Varena.2004" 10 2004 3.63234952102546 "Varena"
"Birstonas.2004" 11 2004 2.97687499761581 "Birstonas"
"Jonava.2004" 12 2004 4.04232396024508 "Jonava"
"Kedainiai.2004" 13 2004 4.07319279110411 "Kedainiai"
"Kaisiadorys.2004" 14 2004 4.13961835922041 "Kaisiadorys"
"Kaunas.2004" 15 2004 3.94411297736188 "Kaunas"
"Prienai.2004" 16 2004 4.01734984577955 "Prienai"
"Raseiniai.2004" 17 2004 3.85341480454919 "Raseiniai"
"Silute.2004" 18 2004 4.1267811208895 "Silute"
"Klaipeda.2004" 19 2004 3.73380067902489 "Klaipeda"
"Kretinga.2004" 20 2004 3.93873102782925 "Kretinga"
"Neringa.2004" 21 2004 2.60383331951641 "Neringa"
"Palanga.2004" 22 2004 3.78088318534047 "Palanga"
"Skuodas.2004" 23 2004 3.85193189339524 "Skuodas"
"Sakiai.2004" 24 2004 4.23242559616869 "Sakiai"
"Marijampole.2004" 25 2004 4.0358775203289 "Marijampole"
"Vilkaviskis.2004" 26 2004 4.09296978956849 "Vilkaviskis"
"Birzai.2004" 27 2004 4.16493204831206 "Birzai"
"Kupiskis.2004" 28 2004 4.08865021678085 "Kupiskis"
"Panevezys.2004" 29 2004 3.93072921565275 "Panevezys"
"Pasvalys.2004" 30 2004 4.03472137984192 "Pasvalys"
"Rokiskis.2004" 31 2004 4.19822119344889 "Rokiskis"
"Silale.2004" 32 2004 4.47894895928569 "Silale"
"Jurbarkas.2004" 33 2004 4.18525053721234 "Jurbarkas"
"Taurage.2004" 34 2004 4.33505539376415 "Taurage"
"Mazeikiai.2004" 35 2004 3.70464232182263 "Mazeikiai"
"Plunge.2004" 36 2004 4.3379550111447 "Plunge"
"Telsiai.2004" 37 2004 4.18352905415816 "Telsiai"
"Anyksciai.2004" 38 2004 4.23885325441323 "Anyksciai"
"Ignalina.2004" 39 2004 4.25465602413522 "Ignalina"
"Moletai.2004" 40 2004 4.1697190449075 "Moletai"
"Utena.2004" 41 2004 4.52616900962555 "Utena"
"Zarasai.2004" 42 2004 4.40512839126101 "Zarasai"
"Salcininkai.2004" 43 2004 3.97314580102731 "Salcininkai"
"Sirvintos.2004" 44 2004 4.35289350216967 "Sirvintos"
"Svencionys.2004" 45 2004 3.99705622166979 "Svencionys"
"Trakai.2004" 46 2004 3.93003129763819 "Trakai"
"Ukmerge.2004" 47 2004 4.19065321974832 "Ukmerge"
"Vilnius.2004" 48 2004 4.12772530326672 "Vilnius"
"Siauliai.2005" 1 2005 4.35667979536065 "Siauliai"
"Akmene.2005" 2 2005 3.95224070193513 "Akmene"
"Joniskis.2005" 3 2005 4.36321102321026 "Joniskis"
"Kelme.2005" 4 2005 4.48830649214906 "Kelme"
"Pakruojis.2005" 5 2005 4.40930031177283 "Pakruojis"
"Radviliskis.2005" 6 2005 4.22493192927505 "Radviliskis"
"Alytus.2005" 7 2005 4.31122092484262 "Alytus"
"Druskininkai.2005" 8 2005 2.97852272553877 "Druskininkai"
"Lazdijai.2005" 9 2005 4.03723125257986 "Lazdijai"
"Varena.2005" 10 2005 4.11309517377009 "Varena"
"Birstonas.2005" 11 2005 3.54875000476837 "Birstonas"
"Jonava.2005" 12 2005 4.58237509062588 "Jonava"
"Kedainiai.2005" 13 2005 4.63593656392777 "Kedainiai"
"Kaisiadorys.2005" 14 2005 4.80580383985795 "Kaisiadorys"
"Kaunas.2005" 15 2005 4.49135800806557 "Kaunas"
"Prienai.2005" 16 2005 4.62951576851152 "Prienai"
"Raseiniai.2005" 17 2005 4.20876675675035 "Raseiniai"
"Silute.2005" 18 2005 4.48815341899304 "Silute"
"Klaipeda.2005" 19 2005 3.94237478315526 "Klaipeda"
"Kretinga.2005" 20 2005 4.07219485328411 "Kretinga"
"Neringa.2005" 21 2005 2.84871427263532 "Neringa"
"Palanga.2005" 22 2005 4.04829058796592 "Palanga"
"Skuodas.2005" 23 2005 3.8162088514105 "Skuodas"
"Sakiai.2005" 24 2005 4.77725443590182 "Sakiai"
"Marijampole.2005" 25 2005 4.69051413228021 "Marijampole"
"Vilkaviskis.2005" 26 2005 4.74403823246055 "Vilkaviskis"
"Birzai.2005" 27 2005 4.39924302476724 "Birzai"
"Kupiskis.2005" 28 2005 4.24772362651664 "Kupiskis"
"Panevezys.2005" 29 2005 4.45438620824237 "Panevezys"
"Pasvalys.2005" 30 2005 4.46167673699685 "Pasvalys"
"Rokiskis.2005" 31 2005 4.44215354340429 "Rokiskis"
"Silale.2005" 32 2005 5.0093516042237 "Silale"
"Jurbarkas.2005" 33 2005 4.32013926499881 "Jurbarkas"
"Taurage.2005" 34 2005 4.80320347255231 "Taurage"
"Mazeikiai.2005" 35 2005 3.57029040764469 "Mazeikiai"
"Plunge.2005" 36 2005 4.74302442149822 "Plunge"
"Telsiai.2005" 37 2005 4.38880898162096 "Telsiai"
"Anyksciai.2005" 38 2005 4.48626700693016 "Anyksciai"
"Ignalina.2005" 39 2005 4.82727852564855 "Ignalina"
"Moletai.2005" 40 2005 4.61244527342584 "Moletai"
"Utena.2005" 41 2005 4.97505201582361 "Utena"
"Zarasai.2005" 42 2005 4.9237169876578 "Zarasai"
"Salcininkai.2005" 43 2005 4.43091212568667 "Salcininkai"
"Sirvintos.2005" 44 2005 4.71641462513156 "Sirvintos"
"Svencionys.2005" 45 2005 4.46647882933867 "Svencionys"
"Trakai.2005" 46 2005 4.50052432415615 "Trakai"
"Ukmerge.2005" 47 2005 4.62577502088643 "Ukmerge"
"Vilnius.2005" 48 2005 4.5126198235841 "Vilnius"
"Siauliai.2006" 1 2006 3.94346964594056 "Siauliai"
"Akmene.2006" 2 2006 3.83864037393667 "Akmene"
"Joniskis.2006" 3 2006 4.00750232658521 "Joniskis"
"Kelme.2006" 4 2006 4.11976493362328 "Kelme"
"Pakruojis.2006" 5 2006 3.45042504431747 "Pakruojis"
"Radviliskis.2006" 6 2006 3.85350451385224 "Radviliskis"
"Alytus.2006" 7 2006 3.77313971840941 "Alytus"
"Druskininkai.2006" 8 2006 2.83272726102309 "Druskininkai"
"Lazdijai.2006" 9 2006 3.40426542795743 "Lazdijai"
"Varena.2006" 10 2006 3.6938408177849 "Varena"
"Birstonas.2006" 11 2006 3.45862500667572 "Birstonas"
"Jonava.2006" 12 2006 3.99636532514006 "Jonava"
"Kedainiai.2006" 13 2006 3.98777835513823 "Kedainiai"
"Kaisiadorys.2006" 14 2006 4.28262537111223 "Kaisiadorys"
"Kaunas.2006" 15 2006 4.02315151905406 "Kaunas"
"Prienai.2006" 16 2006 4.0260510473459 "Prienai"
"Raseiniai.2006" 17 2006 3.91584357456122 "Raseiniai"
"Silute.2006" 18 2006 4.05624941573759 "Silute"
"Klaipeda.2006" 19 2006 3.72861498045556 "Klaipeda"
"Kretinga.2006" 20 2006 3.80653837037029 "Kretinga"
"Neringa.2006" 21 2006 2.58811902557101 "Neringa"
"Palanga.2006" 22 2006 3.87156693385198 "Palanga"
"Skuodas.2006" 23 2006 3.50279000766161 "Skuodas"
"Sakiai.2006" 24 2006 4.17064551918037 "Sakiai"
"Marijampole.2006" 25 2006 3.95562314419856 "Marijampole"
"Vilkaviskis.2006" 26 2006 3.70246628901112 "Vilkaviskis"
"Birzai.2006" 27 2006 3.64767791412735 "Birzai"
"Kupiskis.2006" 28 2006 3.53641997165963 "Kupiskis"
"Panevezys.2006" 29 2006 3.77515009947436 "Panevezys"
"Pasvalys.2006" 30 2006 3.37220375743557 "Pasvalys"
"Rokiskis.2006" 31 2006 3.75974205548288 "Rokiskis"
"Silale.2006" 32 2006 4.48713421369095 "Silale"
"Jurbarkas.2006" 33 2006 4.17419382397938 "Jurbarkas"
"Taurage.2006" 34 2006 4.52271048506747 "Taurage"
"Mazeikiai.2006" 35 2006 3.65841981155506 "Mazeikiai"
"Plunge.2006" 36 2006 4.43013881354835 "Plunge"
"Telsiai.2006" 37 2006 4.08884083934952 "Telsiai"
"Anyksciai.2006" 38 2006 3.7816302190485 "Anyksciai"
"Ignalina.2006" 39 2006 4.17904229190001 "Ignalina"
"Moletai.2006" 40 2006 3.82046389699722 "Moletai"
"Utena.2006" 41 2006 4.06347508246848 "Utena"
"Zarasai.2006" 42 2006 4.25408668233232 "Zarasai"
"Salcininkai.2006" 43 2006 3.80148307474655 "Salcininkai"
"Sirvintos.2006" 44 2006 4.18314059844039 "Sirvintos"
"Svencionys.2006" 45 2006 3.93009348966318 "Svencionys"
"Trakai.2006" 46 2006 3.93201251765717 "Trakai"
"Ukmerge.2006" 47 2006 4.04737005338824 "Ukmerge"
"Vilnius.2006" 48 2006 3.95874039862686 "Vilnius"
"Siauliai.2007" 1 2007 4.79275254786733 "Siauliai"
"Akmene.2007" 2 2007 4.54398438985844 "Akmene"
"Joniskis.2007" 3 2007 4.58173030409917 "Joniskis"
"Kelme.2007" 4 2007 5.00698571517251 "Kelme"
"Pakruojis.2007" 5 2007 4.71647376317262 "Pakruojis"
"Radviliskis.2007" 6 2007 4.56928292315738 "Radviliskis"
"Alytus.2007" 7 2007 4.1708386396899 "Alytus"
"Druskininkai.2007" 8 2007 3.00284089608626 "Druskininkai"
"Lazdijai.2007" 9 2007 3.79187017173199 "Lazdijai"
"Varena.2007" 10 2007 3.9424976108373 "Varena"
"Birstonas.2007" 11 2007 3.65962499141693 "Birstonas"
"Jonava.2007" 12 2007 4.5551010907098 "Jonava"
"Kedainiai.2007" 13 2007 4.65254927601458 "Kedainiai"
"Kaisiadorys.2007" 14 2007 4.6577175530888 "Kaisiadorys"
"Kaunas.2007" 15 2007 4.43226349608528 "Kaunas"
"Prienai.2007" 16 2007 4.27552177122047 "Prienai"
"Raseiniai.2007" 17 2007 4.60032402091852 "Raseiniai"
"Silute.2007" 18 2007 4.73892972152278 "Silute"
"Klaipeda.2007" 19 2007 4.29348211006574 "Klaipeda"
"Kretinga.2007" 20 2007 4.52065757678476 "Kretinga"
"Neringa.2007" 21 2007 2.89483331668945 "Neringa"
"Palanga.2007" 22 2007 4.51068374818546 "Palanga"
"Skuodas.2007" 23 2007 4.40999773164071 "Skuodas"
"Sakiai.2007" 24 2007 4.61897163812185 "Sakiai"
"Marijampole.2007" 25 2007 4.43910363262787 "Marijampole"
"Vilkaviskis.2007" 26 2007 4.55749274724416 "Vilkaviskis"
"Birzai.2007" 27 2007 4.3051147159073 "Birzai"
"Kupiskis.2007" 28 2007 4.31610709875882 "Kupiskis"
"Panevezys.2007" 29 2007 4.46332012145521 "Panevezys"
"Pasvalys.2007" 30 2007 4.70047666736 "Pasvalys"
"Rokiskis.2007" 31 2007 4.4566978973605 "Rokiskis"
"Silale.2007" 32 2007 5.3554725906574 "Silale"
"Jurbarkas.2007" 33 2007 4.70929792087881 "Jurbarkas"
"Taurage.2007" 34 2007 5.09642725587772 "Taurage"
"Mazeikiai.2007" 35 2007 4.31818492322454 "Mazeikiai"
"Plunge.2007" 36 2007 5.13893187905339 "Plunge"
"Telsiai.2007" 37 2007 4.96008496675881 "Telsiai"
"Anyksciai.2007" 38 2007 4.58954203245823 "Anyksciai"
"Ignalina.2007" 39 2007 4.4948220261363 "Ignalina"
"Moletai.2007" 40 2007 4.68854785817622 "Moletai"
"Utena.2007" 41 2007 4.85285271264968 "Utena"
"Zarasai.2007" 42 2007 4.77701876132655 "Zarasai"
"Salcininkai.2007" 43 2007 4.33270853113255 "Salcininkai"
"Sirvintos.2007" 44 2007 4.84163825131947 "Sirvintos"
"Svencionys.2007" 45 2007 4.29236988280385 "Svencionys"
"Trakai.2007" 46 2007 4.45537758725585 "Trakai"
"Ukmerge.2007" 47 2007 4.64211791935958 "Ukmerge"
"Vilnius.2007" 48 2007 4.55353782033234 "Vilnius"
"Siauliai.2008" 1 2008 4.16749883678028 "Siauliai"
"Akmene.2008" 2 2008 3.98528033756186 "Akmene"
"Joniskis.2008" 3 2008 4.2686869057847 "Joniskis"
"Kelme.2008" 4 2008 4.1042753238678 "Kelme"
"Pakruojis.2008" 5 2008 4.10496648617268 "Pakruojis"
"Radviliskis.2008" 6 2008 3.84274565107595 "Radviliskis"
"Alytus.2008" 7 2008 3.80349087973032 "Alytus"
"Druskininkai.2008" 8 2008 2.8123863436959 "Druskininkai"
"Lazdijai.2008" 9 2008 3.52000549785883 "Lazdijai"
"Varena.2008" 10 2008 3.5349865672309 "Varena"
"Birstonas.2008" 11 2008 3.32387500047684 "Birstonas"
"Jonava.2008" 12 2008 4.30427840507892 "Jonava"
"Kedainiai.2008" 13 2008 4.13705521153962 "Kedainiai"
"Kaisiadorys.2008" 14 2008 4.31968472758226 "Kaisiadorys"
"Kaunas.2008" 15 2008 4.05824150759177 "Kaunas"
"Prienai.2008" 16 2008 3.99025337196685 "Prienai"
"Raseiniai.2008" 17 2008 3.64482960602425 "Raseiniai"
"Silute.2008" 18 2008 4.06878501554668 "Silute"
"Klaipeda.2008" 19 2008 3.56414309262823 "Klaipeda"
"Kretinga.2008" 20 2008 3.83351659458077 "Kretinga"
"Neringa.2008" 21 2008 2.67911903029396 "Neringa"
"Palanga.2008" 22 2008 3.9433902927953 "Palanga"
"Skuodas.2008" 23 2008 3.70653801929937 "Skuodas"
"Sakiai.2008" 24 2008 3.96779655853896 "Sakiai"
"Marijampole.2008" 25 2008 3.9491117027791 "Marijampole"
"Vilkaviskis.2008" 26 2008 3.74277009159901 "Vilkaviskis"
"Birzai.2008" 27 2008 3.81512640146559 "Birzai"
"Kupiskis.2008" 28 2008 3.87829121103069 "Kupiskis"
"Panevezys.2008" 29 2008 4.1505013339361 "Panevezys"
"Pasvalys.2008" 30 2008 3.76328130000468 "Pasvalys"
"Rokiskis.2008" 31 2008 3.93259154925571 "Rokiskis"
"Silale.2008" 32 2008 4.5002268420726 "Silale"
"Jurbarkas.2008" 33 2008 3.87785929257461 "Jurbarkas"
"Taurage.2008" 34 2008 4.41566100029861 "Taurage"
"Mazeikiai.2008" 35 2008 3.55040571816375 "Mazeikiai"
"Plunge.2008" 36 2008 4.37682647450111 "Plunge"
"Telsiai.2008" 37 2008 4.21891518471147 "Telsiai"
"Anyksciai.2008" 38 2008 3.9559815313772 "Anyksciai"
"Ignalina.2008" 39 2008 4.14347325933902 "Ignalina"
"Moletai.2008" 40 2008 4.04446912265143 "Moletai"
"Utena.2008" 41 2008 4.23676948011259 "Utena"
"Zarasai.2008" 42 2008 4.24397558868094 "Zarasai"
"Salcininkai.2008" 43 2008 3.84415401015968 "Salcininkai"
"Sirvintos.2008" 44 2008 4.26829008823976 "Sirvintos"
"Svencionys.2008" 45 2008 3.96863061859488 "Svencionys"
"Trakai.2008" 46 2008 4.01804877017862 "Trakai"
"Ukmerge.2008" 47 2008 4.17166950796999 "Ukmerge"
"Vilnius.2008" 48 2008 4.18037072432221 "Vilnius"
"Siauliai.2009" 1 2009 4.11295412256278 "Siauliai"
"Akmene.2009" 2 2009 3.93618401609473 "Akmene"
"Joniskis.2009" 3 2009 3.86194077010571 "Joniskis"
"Kelme.2009" 4 2009 4.32271168754627 "Kelme"
"Pakruojis.2009" 5 2009 3.80675003773756 "Pakruojis"
"Radviliskis.2009" 6 2009 4.0185631463431 "Radviliskis"
"Alytus.2009" 7 2009 4.091939541569 "Alytus"
"Druskininkai.2009" 8 2009 3.05522725148634 "Druskininkai"
"Lazdijai.2009" 9 2009 3.86222849361426 "Lazdijai"
"Varena.2009" 10 2009 4.03819173227464 "Varena"
"Birstonas.2009" 11 2009 3.44137498140335 "Birstonas"
"Jonava.2009" 12 2009 4.32999070378312 "Jonava"
"Kedainiai.2009" 13 2009 4.25781098965674 "Kedainiai"
"Kaisiadorys.2009" 14 2009 4.41930309470776 "Kaisiadorys"
"Kaunas.2009" 15 2009 4.18920840024285 "Kaunas"
"Prienai.2009" 16 2009 4.24451576380937 "Prienai"
"Raseiniai.2009" 17 2009 4.04232960716972 "Raseiniai"
"Silute.2009" 18 2009 4.24898483394536 "Silute"
"Klaipeda.2009" 19 2009 4.02537988820312 "Klaipeda"
"Kretinga.2009" 20 2009 4.16892675666566 "Kretinga"
"Neringa.2009" 21 2009 2.82240475665955 "Neringa"
"Palanga.2009" 22 2009 4.2378062511781 "Palanga"
"Skuodas.2009" 23 2009 3.91400680375289 "Skuodas"
"Sakiai.2009" 24 2009 4.33291742121755 "Sakiai"
"Marijampole.2009" 25 2009 4.20396365803633 "Marijampole"
"Vilkaviskis.2009" 26 2009 4.09781191019012 "Vilkaviskis"
"Birzai.2009" 27 2009 4.1300350693292 "Birzai"
"Kupiskis.2009" 28 2009 4.06048335288836 "Kupiskis"
"Panevezys.2009" 29 2009 4.18967105643808 "Panevezys"
"Pasvalys.2009" 30 2009 3.8885229931217 "Pasvalys"
"Rokiskis.2009" 31 2009 4.16691324686769 "Rokiskis"
"Silale.2009" 32 2009 4.8615179582174 "Silale"
"Jurbarkas.2009" 33 2009 4.26485714244911 "Jurbarkas"
"Taurage.2009" 34 2009 4.56141802042591 "Taurage"
"Mazeikiai.2009" 35 2009 3.77092675260568 "Mazeikiai"
"Plunge.2009" 36 2009 4.68958225882758 "Plunge"
"Telsiai.2009" 37 2009 4.35920952743544 "Telsiai"
"Anyksciai.2009" 38 2009 4.28984207516161 "Anyksciai"
"Ignalina.2009" 39 2009 4.28760574377354 "Ignalina"
"Moletai.2009" 40 2009 4.31201077862839 "Moletai"
"Utena.2009" 41 2009 4.47267384049579 "Utena"
"Zarasai.2009" 42 2009 4.50247859466795 "Zarasai"
"Salcininkai.2009" 43 2009 4.42576799728697 "Salcininkai"
"Sirvintos.2009" 44 2009 4.41265875451324 "Sirvintos"
"Svencionys.2009" 45 2009 4.29983703693156 "Svencionys"
"Trakai.2009" 46 2009 4.36192251906738 "Trakai"
"Ukmerge.2009" 47 2009 4.27184639064354 "Ukmerge"
"Vilnius.2009" 48 2009 4.45969811825984 "Vilnius"
"Siauliai.2010" 1 2010 4.71817307246847 "Siauliai"
"Akmene.2010" 2 2010 4.39944957434262 "Akmene"
"Joniskis.2010" 3 2010 4.83419444758614 "Joniskis"
"Kelme.2010" 4 2010 4.88601168518562 "Kelme"
"Pakruojis.2010" 5 2010 4.63418015074219 "Pakruojis"
"Radviliskis.2010" 6 2010 4.52696859174894 "Radviliskis"
"Alytus.2010" 7 2010 4.18170221338625 "Alytus"
"Druskininkai.2010" 8 2010 3.29306817271493 "Druskininkai"
"Lazdijai.2010" 9 2010 4.02945147780363 "Lazdijai"
"Varena.2010" 10 2010 4.19880487751401 "Varena"
"Birstonas.2010" 11 2010 3.66674998760223 "Birstonas"
"Jonava.2010" 12 2010 4.66175418506103 "Jonava"
"Kedainiai.2010" 13 2010 4.74091110625352 "Kedainiai"
"Kaisiadorys.2010" 14 2010 4.70825221004036 "Kaisiadorys"
"Kaunas.2010" 15 2010 4.53671118208748 "Kaunas"
"Prienai.2010" 16 2010 4.41795419765127 "Prienai"
"Raseiniai.2010" 17 2010 4.65075558149615 "Raseiniai"
"Silute.2010" 18 2010 4.67768258612584 "Silute"
"Klaipeda.2010" 19 2010 4.47251958357211 "Klaipeda"
"Kretinga.2010" 20 2010 4.69754343072687 "Kretinga"
"Neringa.2010" 21 2010 3.11323807898022 "Neringa"
"Palanga.2010" 22 2010 4.57752135024112 "Palanga"
"Skuodas.2010" 23 2010 4.39288535264239 "Skuodas"
"Sakiai.2010" 24 2010 4.96828279775066 "Sakiai"
"Marijampole.2010" 25 2010 4.56864064314163 "Marijampole"
"Vilkaviskis.2010" 26 2010 4.64122716694038 "Vilkaviskis"
"Birzai.2010" 27 2010 4.52451994497491 "Birzai"
"Kupiskis.2010" 28 2010 4.34033894521665 "Kupiskis"
"Panevezys.2010" 29 2010 4.49493113949291 "Panevezys"
"Pasvalys.2010" 30 2010 4.53852634986962 "Pasvalys"
"Rokiskis.2010" 31 2010 4.47564301648008 "Rokiskis"
"Silale.2010" 32 2010 5.22350850644319 "Silale"
"Jurbarkas.2010" 33 2010 4.75787365071994 "Jurbarkas"
"Taurage.2010" 34 2010 5.02823854871479 "Taurage"
"Mazeikiai.2010" 35 2010 4.15114669622633 "Mazeikiai"
"Plunge.2010" 36 2010 5.0324379890686 "Plunge"
"Telsiai.2010" 37 2010 4.71174783543161 "Telsiai"
"Anyksciai.2010" 38 2010 4.53338678098629 "Anyksciai"
"Ignalina.2010" 39 2010 4.58040376180587 "Ignalina"
"Moletai.2010" 40 2010 4.76710551614584 "Moletai"
"Utena.2010" 41 2010 4.98102025341696 "Utena"
"Zarasai.2010" 42 2010 4.92320523426151 "Zarasai"
"Salcininkai.2010" 43 2010 4.57043447525052 "Salcininkai"
"Sirvintos.2010" 44 2010 4.75652087941887 "Sirvintos"
"Svencionys.2010" 45 2010 4.36974102895389 "Svencionys"
"Trakai.2010" 46 2010 4.6611098040624 "Trakai"
"Ukmerge.2010" 47 2010 4.624453064391 "Ukmerge"
"Vilnius.2010" 48 2010 4.68869185207359 "Vilnius"
"Siauliai.2011" 1 2011 4.66278498453382 "Siauliai"
