"ID" "Year" "LAI_Q90" "Municipality"
"Republic of Lithuania.2002" 1 2002 35.5277455986282 "Republic of Lithuania"
"Republic of Lithuania.2003" 1 2003 41.9086315567339 "Republic of Lithuania"
"Republic of Lithuania.2004" 1 2004 40.5158158206225 "Republic of Lithuania"
"Republic of Lithuania.2005" 1 2005 44.5284081545905 "Republic of Lithuania"
"Republic of Lithuania.2006" 1 2006 39.1727949636013 "Republic of Lithuania"
"Republic of Lithuania.2007" 1 2007 45.5551704901764 "Republic of Lithuania"
"Republic of Lithuania.2008" 1 2008 39.9469394514312 "Republic of Lithuania"
"Republic of Lithuania.2009" 1 2009 42.1878055202096 "Republic of Lithuania"
"Republic of Lithuania.2010" 1 2010 46.0885739919887 "Republic of Lithuania"
"Republic of Lithuania.2011" 1 2011 44.7868827165636 "Republic of Lithuania"
"Republic of Lithuania.2012" 1 2012 45.5773351252103 "Republic of Lithuania"
"Republic of Lithuania.2013" 1 2013 47.0422046864978 "Republic of Lithuania"
"Republic of Lithuania.2014" 1 2014 45.6208683647352 "Republic of Lithuania"
"Republic of Lithuania.2015" 1 2015 46.2542374261809 "Republic of Lithuania"
