"Municipality" "Year" "ID" "LAI_Avg" "LAI_Med" "LAI_Q75" "LAI_Q90" "LAI_Max" "Forest_Coverage"
"228" "Moletai" 2011 40 3.46127028585049 3.23654208542714 4.15507595557007 4.84390231510737 5.51334531198955 31.2
"229" "Moletai" 2012 40 3.51438125220999 3.32550251256281 4.16777196994446 4.72877980358108 5.38139496896439 31.2
"230" "Moletai" 2013 40 3.51747124767135 3.18206658291457 4.15275645213982 4.91339431636203 5.69503430251552 31.2
"231" "Moletai" 2014 40 3.26632237104795 3.04444095477387 3.88039447892846 4.47056026989944 5.18248938255472 31.3
"232" "Neringa" 2004 21 1.99099814074814 1.81622222222222 2.30309523809524 2.60383331951641 2.96809523809524 84.1
"233" "Neringa" 2005 21 2.14418853368853 1.99488888888889 2.52386904761905 2.84871427263532 3.24833333333333 84.1
"234" "Neringa" 2006 21 2.06136294261294 1.93311111111111 2.36095238095238 2.58811902557101 2.88357142857143 84.1
"235" "Neringa" 2007 21 2.1567932992933 2.04711111111111 2.57047619047619 2.89483331668945 3.28261904761905 84.1
"236" "Neringa" 2008 21 2.03778790653791 1.86311111111111 2.35964285714286 2.67911903029396 3.03714285714286 84.1
"237" "Neringa" 2009 21 2.14072064047064 1.92288888888889 2.44803571428571 2.82240475665955 3.265 83
"238" "Neringa" 2010 21 2.36830297480298 2.186 2.75464285714286 3.11323807898022 3.55833333333333 83
"239" "Neringa" 2011 21 2.30802172827173 2.14444444444444 2.6589880952381 3.0104047530038 3.51642857142857 83
"240" "Neringa" 2012 21 2.39698204573205 2.21066666666667 2.75708333333333 3.08128569790295 3.50904761904762 83
"241" "Neringa" 2013 21 2.42969133644134 2.24733333333333 2.87291666666667 3.24654760156359 3.67761904761905 83
"242" "Neringa" 2014 21 2.26329462204462 2.128 2.58690476190476 2.87728569428126 3.22571428571429 82.5
"243" "Pakruojis" 2004 5 2.67600634661326 2.34847197254453 3.2495504332189 4.02142553310759 4.89259440902403 19.4
"244" "Pakruojis" 2005 5 2.78708975805224 2.30753391076973 3.59503433055419 4.40930031177283 5.22514304397581 19.6
"245" "Pakruojis" 2006 5 2.13841676542265 1.74914201666939 2.754340362923 3.45042504431747 4.14505476540788 19.5
"246" "Pakruojis" 2007 5 2.89331134498619 2.34883150841641 3.72141981363413 4.71647376317262 5.58020271374857 20.4
"247" "Pakruojis" 2008 5 2.56244194382988 2.13374734433731 3.31512996566945 4.10496648617268 4.9029589668138 19.9
"248" "Pakruojis" 2009 5 2.51990890451165 2.19326687367217 3.07246199117214 3.80675003773756 4.68146150073566 19.9
"249" "Pakruojis" 2010 5 2.92925952092701 2.54268671351528 3.76244891286578 4.63418015074219 5.50940003269577 19.9
"250" "Pakruojis" 2011 5 2.70903232849653 2.36991338453996 3.45999673042341 4.27762628553427 5.1271047899297 19.9
"251" "Pakruojis" 2012 5 2.99184723192815 2.57599280928256 3.84584763773091 4.7323671706385 5.53366029099232 19.9
"252" "Pakruojis" 2013 5 3.02032898522109 2.35393038078117 4.06853032532287 5.03979565339948 5.82085989864313 19.9
"253" "Pakruojis" 2014 5 3.06774000580278 2.71358065043308 4.08832352460356 4.88235409585249 5.62174268432238 19.8
"254" "Palanga" 2004 22 2.78818032394955 2.31156626506024 3.33896011396011 3.78088318534047 4.32279202279202 39.9
"255" "Palanga" 2005 22 2.84487259179567 2.40602409638554 3.54145299145299 4.04829058796592 4.59002849002849 40.1
"256" "Palanga" 2006 22 2.73768636396842 2.24915662650602 3.41866096866097 3.87156693385198 4.35612535612536 39.9
"257" "Palanga" 2007 22 3.1536357327383 2.64313253012048 3.87207977207977 4.51068374818546 5.14643874643875 39.9
"258" "Palanga" 2008 22 2.9510431401457 2.48433734939759 3.50925925925926 3.9433902927953 4.4019943019943 39.9
"259" "Palanga" 2009 22 3.12950922771436 2.59903614457831 3.72058404558405 4.2378062511781 4.76866096866097 39.9
"260" "Palanga" 2010 22 3.37791084746213 2.8289156626506 4.00669515669516 4.57752135024112 5.14444444444444 40
"261" "Palanga" 2011 22 3.03377871416333 2.54674698795181 3.66880341880342 4.18663816696558 4.83789173789174 40
"262" "Palanga" 2012 22 3.31573708817299 2.83060240963855 3.9261396011396 4.43188032791485 4.97179487179487 40
"263" "Palanga" 2013 22 3.27556385684591 2.71349397590361 4.0957264957265 4.75150996803218 5.32849002849003 40
"264" "Palanga" 2014 22 3.12382536741511 2.61518072289157 3.74565527065527 4.23034186757188 4.79344729344729 40
"265" "Panevezys" 2004 29 2.85041761408005 2.6291625904911 3.37743237887645 3.93072921565275 4.65760428019419 33.9
"266" "Panevezys" 2005 29 3.01549016100537 2.71326550577186 3.80267759833548 4.45438620824237 5.15374021599128 34.1
"267" "Panevezys" 2006 29 2.51905008374938 2.27403639209548 3.11569652234222 3.77515009947436 4.46398494005747 34.1
"268" "Panevezys" 2007 29 3.09531190907467 2.66336333398552 3.76749975230358 4.46332012145521 5.20740116912712 35.1
"269" "Panevezys" 2008 29 2.89076884109208 2.65959694775973 3.54135291786387 4.1505013339361 4.83184385217477 34.8
"270" "Panevezys" 2009 29 2.95942763454826 2.727822343964 3.59314128603983 4.18967105643808 4.92235212523531 34.8
"271" "Panevezys" 2010 29 3.19511797715478 2.92834083349638 3.8451278113544 4.49493113949291 5.22778163083325 34.8
"272" "Panevezys" 2011 29 3.11090279437748 2.89927607121894 3.80412909937581 4.46000792168772 5.19689884078074 34.8
"273" "Panevezys" 2012 29 3.21409837000742 2.93962042653101 3.94929654215793 4.65925789853573 5.41285049043892 34.8
"274" "Panevezys" 2013 29 3.33177550654812 2.90524359225201 4.13484840978896 4.88446250201382 5.60917467551769 34.8
"275" "Panevezys" 2014 29 3.30463513164841 3.07522011348073 4.11914941048251 4.77589021974898 5.48833845239275 34.9
"276" "Pasvalys" 2004 30 2.68778162295912 2.37145494210438 3.2570996978852 4.03472137984192 4.93699227928835 16.5
"277" "Pasvalys" 2005 30 2.80516225093768 2.37457627118644 3.67839459550185 4.46167673699685 5.25226586102719 16.6
"278" "Pasvalys" 2006 30 2.07547666275763 1.67162275549589 2.68446206780799 3.37220375743557 4.13533064786841 16.6
"279" "Pasvalys" 2007 30 2.8723191283652 2.26167142137943 3.74684877475663 4.70047666736 5.57165156092648 17.1
"280" "Pasvalys" 2008 30 2.41962333445339 2.07222688370532 3.0655043638805 3.76328130000468 4.51532393420611 17
"281" "Pasvalys" 2009 30 2.50664239135412 2.09207920792079 3.09615642833165 3.8885229931217 4.84318563276267 17
"282" "Pasvalys" 2010 30 2.85132351172381 2.42844436986071 3.68760490097348 4.53852634986962 5.37720711648204 17
"283" "Pasvalys" 2011 30 2.56292064682548 2.17195838227891 3.28024085263511 4.08992614861341 5.01376300772071 17
"284" "Pasvalys" 2012 30 2.86570117720294 2.4533143144823 3.70192598187311 4.58597851542268 5.44056730446458 17
"285" "Pasvalys" 2013 30 2.87234345696078 2.20307098506461 3.81788771399799 4.74494964921983 5.60500167841558 17
"286" "Pasvalys" 2014 30 2.87476481027085 2.44819600604128 3.7898204095334 4.63049513093975 5.45092312856663 17
"287" "Plunge" 2004 36 3.11203319388409 2.95398117527347 3.79418380462725 4.3379550111447 5.06866323907455 32.7
"288" "Plunge" 2005 36 3.34174399486546 3.18801831595014 4.1390970437018 4.74302442149822 5.43820051413882 34.5
"289" "Plunge" 2006 36 2.97256161601181 2.75314169422539 3.73205334190231 4.43013881354835 5.16859897172237 35.9
"290" "Plunge" 2007 36 3.7907877787023 3.51498346476723 4.47897493573265 5.13893187905339 5.84699228791774 35.9
"291" "Plunge" 2008 36 3.16254582003971 3.08623759857543 3.83236503856041 4.37682647450111 4.99086118251928 35.9
"292" "Plunge" 2009 36 3.43191076011963 3.33450775883999 4.08384318766067 4.68958225882758 5.40332904884319 36
"293" "Plunge" 2010 36 3.7519085379913 3.64708725515136 4.41327914149852 5.0324379890686 5.7271173371032 36
"294" "Plunge" 2011 36 3.62859589888185 3.51313915034342 4.37475902840252 4.99729726329559 5.67624983935227 36
"295" "Plunge" 2012 36 3.66162873885885 3.56873569066395 4.39508739236602 4.97481686141432 5.64210255751189 36
"296" "Plunge" 2013 36 3.76630697013649 3.64392012210633 4.49038041382856 5.12931627862605 5.82709163346614 36
"297" "Plunge" 2014 36 3.46363922059462 3.31619180870008 4.18802853103714 4.80574604596259 5.50710705564837 36.1
"298" "Prienai" 2004 16 2.9575794539857 2.82235294117647 3.45465934684685 4.01734984577955 4.7506006006006 27.4
"299" "Prienai" 2005 16 3.24857659524326 2.98530345471522 3.96646959459459 4.62951576851152 5.33203828828829 27.6
"300" "Prienai" 2006 16 2.69903988596697 2.46420168067227 3.4040868993994 4.0260510473459 4.75790165165165 27.6
"301" "Prienai" 2007 16 3.09553297287672 2.84313725490196 3.6602759009009 4.27552177122047 5.03727477477477 27.6
"302" "Prienai" 2008 16 2.91232917795418 2.78084033613445 3.43976632882883 3.99025337196685 4.66131756756757 27.6
"303" "Prienai" 2009 16 3.01688858037816 2.83572362278245 3.6414085960961 4.24451576380937 4.98162537537538 27.7
"304" "Prienai" 2010 16 3.27909128607045 3.13071895424837 3.82150900900901 4.41795419765127 5.12749624624625 27.7
"305" "Prienai" 2011 16 3.1536586353253 3.02698412698413 3.78238551051051 4.40211335735636 5.10099474474474 27.7
"306" "Prienai" 2012 16 3.20656934615268 3.05592903828198 3.80462180930931 4.39320194647835 5.10760135135135 27.7
"307" "Prienai" 2013 16 3.21330543689919 2.92821661998133 3.80263231981982 4.57930555257711 5.41951951951952 27.8
"308" "Prienai" 2014 16 3.09344675349884 2.91193277310924 3.74610548048048 4.43589338824914 5.18237612612613 27.7
"309" "Radviliskis" 2004 6 2.72225286118533 2.4406283566058 3.26923102844049 3.92432268359684 4.73296940288449 25.7
"310" "Radviliskis" 2005 6 2.78360604193398 2.44795918367347 3.50086938940558 4.22493192927505 5.0231432807656 25.7
"311" "Radviliskis" 2006 6 2.39631137979601 1.99143394199785 3.05862312980186 3.85350451385224 4.64483083973581 25.3
"312" "Radviliskis" 2007 6 3.00687099664051 2.57161654135338 3.69518129127915 4.56928292315738 5.43488340746731 25.3
"313" "Radviliskis" 2008 6 2.57160976280163 2.27555048335123 3.18889001213102 3.84274565107595 4.5661814260682 25.4
"314" "Radviliskis" 2009 6 2.75110574965913 2.46326530612245 3.3605506132902 4.0185631463431 4.77561665992721 25.4
"315" "Radviliskis" 2010 6 3.03619863269378 2.73006176154672 3.75719099609112 4.52696859174894 5.37058902817091 25.4
"316" "Radviliskis" 2011 6 2.90776886070153 2.66173469387755 3.61331041919396 4.31852540395253 5.11338455317428 25.4
"317" "Radviliskis" 2012 6 3.09065104007583 2.76458109559613 3.85953969537674 4.65810217025676 5.45758188435099 25.6
"318" "Radviliskis" 2013 6 3.16942922774908 2.64990601503759 4.09443321202318 4.98602237648713 5.78466100552635 25.7
"319" "Radviliskis" 2014 6 3.2418314737785 2.98016917293233 4.1967819113088 4.90965763447596 5.63255155681359 25.7
"320" "Raseiniai" 2004 17 2.72247059710153 2.42559689061632 3.20516759776536 3.85341480454919 4.69340782122905 22.9
"321" "Raseiniai" 2005 17 2.83604873400963 2.53524430871738 3.47370111731844 4.20876675675035 5.04903631284916 23
"322" "Raseiniai" 2006 17 2.5001529727256 2.11007773459189 3.14162011173184 3.91584357456122 4.75168994413408 23.3
"323" "Raseiniai" 2007 17 3.16618680155971 2.71525541365908 3.7896124301676 4.60032402091852 5.43786312849162 23.3
"324" "Raseiniai" 2008 17 2.58129946593599 2.37169627984453 3.06406773743017 3.64482960602425 4.32643854748603 23.4
"325" "Raseiniai" 2009 17 2.8691391844887 2.64065796779567 3.43517458100559 4.04232960716972 4.78759776536313 23.4
"326" "Raseiniai" 2010 17 3.26490092290546 3.03031649083842 3.95703212290503 4.65075558149615 5.42939944134078 23.4
"327" "Raseiniai" 2011 17 2.99079041388469 2.77594392004442 3.63681215083799 4.30739385159988 5.11819832402235 23.4
"328" "Raseiniai" 2012 17 3.14949008211683 2.87840088839534 3.81805865921788 4.5400865902581 5.37986033519553 23.4
"329" "Raseiniai" 2013 17 3.02681613750154 2.64335091615769 3.6722032122905 4.52794692646858 5.47815642458101 23.4
"330" "Raseiniai" 2014 17 3.05564555680198 2.85258189894503 3.80210195530726 4.48602374280631 5.24071229050279 23.7
"331" "Republic of Lithuania" 2004 1 2.89252654058108 2.6598961822946 3.47036953069955 4.05158158206225 4.79587200345208 32
"332" "Republic of Lithuania" 2005 1 3.04757623683259 2.77567979037447 3.79023094193836 4.45284081545905 5.17472499688167 32.5
"333" "Republic of Lithuania" 2006 1 2.64107775265207 2.38972801751302 3.28801060569795 3.91727949636013 4.61991012463212 32.7
"334" "Republic of Lithuania" 2007 1 3.19036256466259 2.87294172277687 3.84408330102651 4.55551704901764 5.33235255448615 32.8
"335" "Republic of Lithuania" 2008 1 2.83090736968798 2.6248542240207 3.40849385608576 3.99469394514312 4.67124580713672 32.9
"336" "Republic of Lithuania" 2009 1 2.99292418793639 2.79111678662642 3.6214413336255 4.21878055202096 4.94086132789455 33.1
"337" "Republic of Lithuania" 2010 1 3.32981900315782 3.10783409068294 3.96611161677454 4.60885739919887 5.33859695253506 33.2
"338" "Republic of Lithuania" 2011 1 3.15884422410788 2.95517529602972 3.83275991100324 4.47868827165636 5.20983515372168 33.3
"339" "Republic of Lithuania" 2012 1 3.24328856578161 3.01575077116986 3.91156502831715 4.55773351252103 5.2907369201726 33.3
"340" "Republic of Lithuania" 2013 1 3.25458063727931 2.9226087100733 3.95717645968177 4.70422046864978 5.49680218446602 33.3
"341" "Republic of Lithuania" 2014 1 3.18808868527942 2.95662675378951 3.9073121460356 4.56208683647352 5.28753741909385 33.4
"342" "Rokiskis" 2004 31 3.03189690134391 2.8508313253012 3.63513201119358 4.19822119344889 4.92663341039056 27.9
"343" "Rokiskis" 2005 31 3.08018180839722 2.90704819277108 3.81662002676725 4.44215354340429 5.14534614916657 28
"344" "Rokiskis" 2006 31 2.60999577726217 2.45151807228916 3.21831123007665 3.75974205548288 4.39715293831366 28
"345" "Rokiskis" 2007 31 3.12023891767747 2.81180722891566 3.77726913249787 4.4566978973605 5.28048424382528 28
"346" "Rokiskis" 2008 31 2.82172735147671 2.66392771084337 3.39672709575374 3.93259154925571 4.59714077138338 29
"347" "Rokiskis" 2009 31 2.94811655027861 2.81032530120482 3.60083951818956 4.16691324686769 4.88149409903881 29
"348" "Rokiskis" 2010 31 3.37852747504621 3.23467469879518 3.92990631463682 4.47564301648008 5.16752646307337 29
"349" "Rokiskis" 2011 31 3.12695242030684 2.92224096385542 3.79941598734639 4.46100011792608 5.2236525124711 29
"350" "Rokiskis" 2012 31 3.24407189493666 3.07709638554217 3.89393174352111 4.49447864438948 5.21217909721377 29
"351" "Rokiskis" 2013 31 3.08545379222986 2.85559036144578 3.63609624041854 4.29227764758769 5.15172162063511 29.1
"352" "Rokiskis" 2014 31 3.13540858527718 2.92274698795181 3.78894330210488 4.41835502889531 5.16144299793162 29.2
"353" "Sakiai" 2004 24 2.89696932563811 2.60016685205784 3.5367367612128 4.23242559616869 5.04267151040939 22.8
"354" "Sakiai" 2005 24 3.08139842090904 2.70785595105673 3.96813609054073 4.77725443590182 5.55477155232639 22.9
"355" "Sakiai" 2006 24 2.61207742488831 2.20948275862069 3.34295445018863 4.17064551918037 5.03113036188347 22.9
"356" "Sakiai" 2007 24 3.11274046583569 2.59282536151279 3.87374947603745 4.61897163812185 5.33364538214336 22.9
"357" "Sakiai" 2008 24 2.71738019238613 2.48574805339266 3.30494271342741 3.96779655853896 4.75310884448791 22.9
"358" "Sakiai" 2009 24 2.82608708680666 2.50026418242492 3.55471915607098 4.33291742121755 5.16499930138326 22.9
"359" "Sakiai" 2010 24 3.26001891747735 2.92811457174638 4.14745004890317 4.96828279775066 5.73029202179684 22.9
"360" "Sakiai" 2011 24 2.90870488007172 2.61461345939933 3.70721671091239 4.42816263605 5.21186251222579 22.9
"361" "Sakiai" 2012 24 3.05297338379566 2.68478865406007 3.8556238647478 4.60430767008158 5.35382143356155 22.9
"362" "Sakiai" 2013 24 3.07117047457379 2.64791434927697 3.90906455218667 4.76742070441774 5.5839877043454 22.9
"363" "Sakiai" 2014 24 3.07213368679975 2.78783370411568 3.94654883331005 4.69031158097883 5.45653206650831 23
"364" "Salcininkai" 2004 43 2.85480965915515 2.68342349840477 3.44305458849742 3.97314580102731 4.68055981061134 46.2
"365" "Salcininkai" 2005 43 3.03851628369001 2.80796226938549 3.79875017407046 4.43091212568667 5.15726221974655 46.3
"366" "Salcininkai" 2006 43 2.70204890890415 2.59741989180191 3.27986004734717 3.80148307474655 4.42214176298566 46.3
"367" "Salcininkai" 2007 43 3.1127692763224 2.98371480094327 3.73918674279348 4.33270853113255 5.06446177412617 46.3
"368" "Salcininkai" 2008 43 2.81264498668795 2.70105423775836 3.34843336582649 3.84415401015968 4.5185628742515 46.3
"369" "Salcininkai" 2009 43 3.09242423512059 2.93827160493827 3.82020958083832 4.42576799728697 5.17741261662721 46.4
"370" "Salcininkai" 2010 43 3.35233826432893 3.2114024136496 3.98577844311377 4.57043447525052 5.26015875226292 47.8
"371" "Salcininkai" 2011 43 3.24854096977617 3.14339020668609 3.91391519287007 4.52165018286716 5.25224899039131 48
"372" "Salcininkai" 2012 43 3.17002744895483 3.02574559578305 3.81201782481549 4.40455089301356 5.12882606879265 48
"373" "Salcininkai" 2013 43 3.2647952586645 2.99929255097794 3.96997284500766 4.62283108394768 5.35268068514135 48
"374" "Salcininkai" 2014 43 3.14397022742379 3.00749063670412 3.79081256092466 4.37679013861967 5.09022420275728 48
"375" "Siauliai" 2004 1 2.78983796240573 2.47174530983513 3.42348528730306 4.04862256715207 4.83835727525487 32.6
"376" "Siauliai" 2005 1 2.91466956435851 2.66583285957931 3.64431186283596 4.35667979536065 5.12016913809082 32.7
"377" "Siauliai" 2006 1 2.61800067071354 2.3413644115975 3.31389017608897 3.94346964594056 4.63893651529194 34.7
"378" "Siauliai" 2007 1 3.24056741804946 2.88268334280841 3.96134731232623 4.79275254786733 5.55498146431881 34.7
"379" "Siauliai" 2008 1 2.85575042250639 2.6257077885162 3.53252722428174 4.16749883678028 4.85936051899907 34.7
"380" "Siauliai" 2009 1 2.90751840364995 2.65755542922115 3.51110403151066 4.11295412256278 4.83578544949027 34.7
"381" "Siauliai" 2010 1 3.29271930774277 3.0450369528141 4.02660739110287 4.71817307246847 5.4785797034291 34.8
"382" "Siauliai" 2011 1 3.17868090802463 2.93728254690165 3.97950069508804 4.66278498453382 5.37793095458758 34.8
"383" "Siauliai" 2012 1 3.20980393975297 2.93307561114269 3.91248551899907 4.60834221294127 5.34119555143652 34.8
"384" "Siauliai" 2013 1 3.23514909972249 2.81115406480955 4.06997798887859 4.90997103757611 5.68582020389249 34.9
"385" "Siauliai" 2014 1 3.24111925551279 2.99135872654918 4.06811573215941 4.73761468526939 5.43739573679333 34.9
"386" "Silale" 2004 32 3.18093656165301 2.92294772598604 3.85280718336484 4.47894895928569 5.2790359168242 24
"387" "Silale" 2005 32 3.45741638302886 3.22164559350821 4.26504253308129 5.0093516042237 5.73177693761815 28.5
"388" "Silale" 2006 32 3.00477256218891 2.70413285525571 3.64206994328922 4.48713421369095 5.52833648393195 28.4
"389" "Silale" 2007 32 3.88826161110471 3.6605585959615 4.63518903591682 5.3554725906574 6.04293005671077 28.4
"390" "Silale" 2008 32 3.21579587609408 3.01581430458577 3.82081285444234 4.5002268420726 5.20060491493384 28.4
"391" "Silale" 2009 32 3.58564454050465 3.44834874504623 4.19678166351607 4.8615179582174 5.59272211720227 28.4
"392" "Silale" 2010 32 3.91095949240845 3.82028684657483 4.5834168241966 5.22350850644319 5.90886578449905 28.4
"393" "Silale" 2011 32 3.77096657207527 3.6195131156822 4.51403119092628 5.20746124577657 5.90372400756144 28.4
"394" "Silale" 2012 32 3.72587675053365 3.56152104170598 4.46514650283554 5.12295274256759 5.82739130434783 28.4
"395" "Silale" 2013 32 3.71009878558744 3.54770711454992 4.35098771266541 5.05003213714787 5.81686200378072 28.4
"396" "Silale" 2014 32 3.61697240456456 3.45204755614267 4.29428638941399 4.97920415916154 5.71960302457467 28.5
"397" "Silute" 2004 18 3.04468094931405 2.77721943048576 3.58849046853468 4.1267811208895 4.81320624712908 22.1
"398" "Silute" 2005 18 3.11736030509199 2.86245672808487 3.83165767110703 4.48815341899304 5.1850367478181 22.3
"399" "Silute" 2006 18 2.74436577311577 2.47824678950307 3.36319763435921 4.05624941573759 4.85475424896647 22.3
"400" "Silute" 2007 18 3.39780483249334 3.01654941373534 4.02530718879192 4.73892972152278 5.55969223702343 22.3
"401" "Silute" 2008 18 2.95272060335163 2.73806811836963 3.43180695911805 4.06878501554668 4.75353697749196 22.3
"402" "Silute" 2009 18 3.09057126599731 2.86323841429369 3.6584807073955 4.24898483394536 4.9686724850712 22.3
"403" "Silute" 2010 18 3.41186745574004 3.18301507537688 4.00431499770326 4.67768258612584 5.4416743224621 22.3
"404" "Silute" 2011 18 3.37820455523143 3.16221105527638 4.03295245751034 4.66642627185454 5.41254019292604 22.3
"405" "Silute" 2012 18 3.29056831371686 3.06070351758794 3.86663412953606 4.48865181226822 5.24004363803399 22.3
"406" "Silute" 2013 18 3.39416202812907 3.12100502512563 4.03083371612311 4.78650550598062 5.65238860817639 22.4
"407" "Silute" 2014 18 3.05997064140754 2.8149302065885 3.68165480018374 4.35823494880967 5.12899632521819 42.2
"408" "Sirvintos" 2004 44 3.04076680663597 2.78427270489786 3.72083024462565 4.35289350216967 5.12144798616259 30.5
"409" "Sirvintos" 2005 44 3.25014097370658 2.98011321683485 3.99421793921423 4.71641462513156 5.45744996293551 30.6
"410" "Sirvintos" 2006 44 2.85143838164965 2.65328574944622 3.58144922164566 4.18314059844039 4.84351371386212 30.6
"411" "Sirvintos" 2007 44 3.34328994825288 3.03802608909673 3.97159006671609 4.84163825131947 5.69888806523351 30.6
"412" "Sirvintos" 2008 44 3.02308694085751 2.83930593157765 3.62301704966642 4.26829008823976 5.03780578206079 33.3
"413" "Sirvintos" 2009 44 3.22171505738037 3.10735909426532 3.85048801581418 4.41265875451324 5.12517914504571 33.2
"414" "Sirvintos" 2010 44 3.55358291723377 3.38742308638937 4.12236224363726 4.75652087941887 5.49476155176674 33.2
"415" "Sirvintos" 2011 44 3.36979869977646 3.20890967265567 4.02820607857672 4.69770447043157 5.41349147516679 33.2
"416" "Sirvintos" 2012 44 3.3939922576394 3.22372631060793 3.99898690387942 4.63397083876308 5.39431677786014 33.2
"417" "Sirvintos" 2013 44 3.4113143168777 3.13243908442038 4.00913639733136 4.75945391856449 5.55589325426242 33.2
"418" "Sirvintos" 2014 44 3.28530096444477 3.13758306669948 3.93555102545095 4.53283913642765 5.23713862120089 33.3
"419" "Skuodas" 2004 23 2.76015796663924 2.54857013163867 3.25712826333712 3.85193189339524 4.68192962542565 15.4
"420" "Skuodas" 2005 23 2.64751654966297 2.41947344530186 3.22932463110102 3.8162088514105 4.57116912599319 19.5
"421" "Skuodas" 2006 23 2.24322845719043 1.91243758511121 2.84421112372304 3.50279000766161 4.13466515323496 19.8
"422" "Skuodas" 2007 23 3.12593150978168 2.86214253290967 3.67043700340522 4.40999773164071 5.40267877412032 19.8
"423" "Skuodas" 2008 23 2.66537073344111 2.51019064911484 3.14784903518729 3.70653801929937 4.39775255391601 19.8
"424" "Skuodas" 2009 23 2.82128111111993 2.64416704493872 3.31115209988649 3.91400680375289 4.58081725312145 19.8
"425" "Skuodas" 2010 23 3.09772830108471 2.86068996822515 3.66847332576617 4.39288535264239 5.2616799091941 19.8
"426" "Skuodas" 2011 23 2.89724382925688 2.70785292782569 3.46602156640182 4.08280817354443 4.88599318955732 19.8
"427" "Skuodas" 2012 23 3.02128640838289 2.84418974126192 3.62393870601589 4.22077184932592 4.96644721906924 19.8
"428" "Skuodas" 2013 23 3.06951195928551 2.80390376758965 3.73137911464245 4.49525992888192 5.37146424517594 20
"429" "Skuodas" 2014 23 2.81729327060882 2.52492056286882 3.48751418842225 4.17618161014206 5.0072190692395 10.6
"430" "Svencionys" 2004 45 2.83556166420791 2.61880990912486 3.48047694251421 3.99705622166979 4.66543272267846 55.8
"431" "Svencionys" 2005 45 3.13830751364169 3.00804182746172 3.87028111181301 4.46647882933867 5.13091598231207 55.9
"432" "Svencionys" 2006 45 2.83786765536702 2.74106809411179 3.43879658875553 3.93009348966318 4.57121920404296 55.9
"433" "Svencionys" 2007 45 3.09910538779759 2.95243371094236 3.74350997978777 4.29236988280385 4.98231430015159 55.9
"434" "Svencionys" 2008 45 2.82069498910359 2.63374828831072 3.42160497726124 3.96863061859488 4.66932794340576 55.9
"435" "Svencionys" 2009 45 2.9935393958338 2.81457736835553 3.73827059120768 4.29983703693156 4.98235219807984 58.7
"436" "Svencionys" 2010 45 3.33121475129497 3.17162952819619 3.85950290550783 4.36974102895389 5.04854724608388 60
"437" "Svencionys" 2011 45 3.26174054669854 3.13448275862069 3.93110788276908 4.53899443492918 5.26241788782213 59.9
"438" "Svencionys" 2012 45 3.29057050025658 3.13095979086269 3.93689679130874 4.51922940544072 5.22265032844871 60
"439" "Svencionys" 2013 45 3.32964745861348 3.12124984439188 3.99251200101061 4.61578574976938 5.34096766043456 60.2
"440" "Svencionys" 2014 45 3.18386689120772 3.02702601767708 3.81542129863567 4.4277753891157 5.16528549772612 60.3
"441" "Taurage" 2004 34 3.09974903030664 2.82640264026403 3.74726735598227 4.33505539376415 5.06231536189069 38.5
"442" "Taurage" 2005 34 3.31960442791453 3.09048404840484 4.07880816100443 4.80320347255231 5.56198301329394 38.4
"443" "Taurage" 2006 34 3.04803459869976 2.80423542354235 3.76170605612999 4.52271048506747 5.35389586410635 38.4
"444" "Taurage" 2007 34 3.67541534228942 3.40748074807481 4.37787573855244 5.09642725587772 5.82669867060561 38.4
"445" "Taurage" 2008 34 3.21546390611891 3.07434910157682 3.77716488183161 4.41566100029861 5.07536927621861 38.4
"446" "Taurage" 2009 34 3.35029330057764 3.21723505683902 3.97385985967504 4.56141802042591 5.28762924667651 38.4
"447" "Taurage" 2010 34 3.71985794199236 3.58872387238724 4.36387555391433 5.02823854871479 5.74868906942393 38.4
"448" "Taurage" 2011 34 3.64437643048934 3.51353135313531 4.35474058345643 4.99854505005756 5.69874446085672 38.4
"449" "Taurage" 2012 34 3.53578068518754 3.37574257425743 4.13679837518464 4.7475055399022 5.47887740029542 38.4
"450" "Taurage" 2013 34 3.43671089767979 3.23954895489549 4.02251661742984 4.74027695595954 5.63918020679468 38.4
"451" "Taurage" 2014 34 3.33169058666797 3.13767876787679 4.00961041358936 4.75239660040843 5.50812407680945 38.7
"452" "Telsiai" 2004 37 2.95240414620023 2.71136160047775 3.60365650128964 4.18352905415816 4.94401456531634 29.7
"453" "Telsiai" 2005 37 3.05833526699366 2.87246939384891 3.77649066909422 4.38880898162096 5.1490365650129 34.4
"454" "Telsiai" 2006 37 2.74488511299048 2.46413854882054 3.44061599150357 4.08884083934952 4.88273403125474 34.7
"455" "Telsiai" 2007 37 3.62198649628326 3.3740220961481 4.30372477620998 4.96008496675881 5.67598240024275 34.7
"456" "Telsiai" 2008 37 2.97368152216468 2.83811585547925 3.60796920042482 4.21891518471147 4.84286147777272 34.7
"457" "Telsiai" 2009 37 3.19667084916971 3.09355031352643 3.82421863146715 4.35920952743544 5.0478986496738 34.7
"458" "Telsiai" 2010 37 3.46190791031824 3.35588235294118 4.11467152177211 4.71174783543161 5.43325747231073 34.7
"459" "Telsiai" 2011 37 3.39373936882585 3.20606151089878 4.14872174176908 4.81414352886378 5.55722955545441 34.7
"460" "Telsiai" 2012 37 3.38552237181049 3.26475067184234 4.04362008799879 4.61399331974741 5.33434987103626 34.8
