"ID" "Year" "LAI_Max" "Municipality"
"Utena.2010" 41 2010 5.66433655776602 "Utena"
"Zarasai.2010" 42 2010 5.56162811873976 "Zarasai"
"Salcininkai.2010" 43 2010 5.26015875226292 "Salcininkai"
"Sirvintos.2010" 44 2010 5.49476155176674 "Sirvintos"
"Svencionys.2010" 45 2010 5.04854724608388 "Svencionys"
"Trakai.2010" 46 2010 5.2712441314554 "Trakai"
"Ukmerge.2010" 47 2010 5.31346780449961 "Ukmerge"
"Vilnius.2010" 48 2010 5.35594492011652 "Vilnius"
"Siauliai.2011" 1 2011 5.37793095458758 "Siauliai"
"Akmene.2011" 2 2011 4.92951324707332 "Akmene"
"Joniskis.2011" 3 2011 5.25000931272118 "Joniskis"
"Kelme.2011" 4 2011 5.51388311688312 "Kelme"
"Pakruojis.2011" 5 2011 5.1271047899297 "Pakruojis"
"Radviliskis.2011" 6 2011 5.11338455317428 "Radviliskis"
"Alytus.2011" 7 2011 4.93597037037037 "Alytus"
"Druskininkai.2011" 8 2011 3.89659090909091 "Druskininkai"
"Lazdijai.2011" 9 2011 4.66281697905182 "Lazdijai"
"Varena.2011" 10 2011 4.71627262492422 "Varena"
"Birstonas.2011" 11 2011 4.3925 "Birstonas"
"Jonava.2011" 12 2011 5.16289498141264 "Jonava"
"Kedainiai.2011" 13 2011 5.22816864639081 "Kedainiai"
"Kaisiadorys.2011" 14 2011 5.37885324483776 "Kaisiadorys"
"Kaunas.2011" 15 2011 5.04432387312187 "Kaunas"
"Prienai.2011" 16 2011 5.10099474474474 "Prienai"
"Raseiniai.2011" 17 2011 5.11819832402235 "Raseiniai"
"Silute.2011" 18 2011 5.41254019292604 "Silute"
"Klaipeda.2011" 19 2011 4.78635434412266 "Klaipeda"
"Kretinga.2011" 20 2011 4.44838354959314 "Kretinga"
"Neringa.2011" 21 2011 3.51642857142857 "Neringa"
"Palanga.2011" 22 2011 4.83789173789174 "Palanga"
"Skuodas.2011" 23 2011 4.88599318955732 "Skuodas"
"Sakiai.2011" 24 2011 5.21186251222579 "Sakiai"
"Marijampole.2011" 25 2011 5.02687752355316 "Marijampole"
"Vilkaviskis.2011" 26 2011 5.01184502474825 "Vilkaviskis"
"Birzai.2011" 27 2011 4.99948852842321 "Birzai"
"Kupiskis.2011" 28 2011 5.20431207380666 "Kupiskis"
"Panevezys.2011" 29 2011 5.19689884078074 "Panevezys"
"Pasvalys.2011" 30 2011 5.01376300772071 "Pasvalys"
"Rokiskis.2011" 31 2011 5.2236525124711 "Rokiskis"
"Silale.2011" 32 2011 5.90372400756144 "Silale"
"Jurbarkas.2011" 33 2011 4.96831299353912 "Jurbarkas"
"Taurage.2011" 34 2011 5.69874446085672 "Taurage"
"Mazeikiai.2011" 35 2011 4.53907751441384 "Mazeikiai"
"Plunge.2011" 36 2011 5.67624983935227 "Plunge"
"Telsiai.2011" 37 2011 5.55722955545441 "Telsiai"
"Anyksciai.2011" 38 2011 5.36319241982507 "Anyksciai"
"Ignalina.2011" 39 2011 5.49838812639643 "Ignalina"
"Moletai.2011" 40 2011 5.51334531198955 "Moletai"
"Utena.2011" 41 2011 5.90027377258624 "Utena"
"Zarasai.2011" 42 2011 5.78266253869969 "Zarasai"
"Salcininkai.2011" 43 2011 5.25224899039131 "Salcininkai"
"Sirvintos.2011" 44 2011 5.41349147516679 "Sirvintos"
"Svencionys.2011" 45 2011 5.26241788782213 "Svencionys"
"Trakai.2011" 46 2011 5.18708920187793 "Trakai"
"Ukmerge.2011" 47 2011 5.27387121799845 "Ukmerge"
"Vilnius.2011" 48 2011 5.42177597316621 "Vilnius"
"Siauliai.2012" 1 2012 5.34119555143652 "Siauliai"
"Akmene.2012" 2 2012 5.06101868966934 "Akmene"
"Joniskis.2012" 3 2012 5.61240454460793 "Joniskis"
"Kelme.2012" 4 2012 5.44222077922078 "Kelme"
"Pakruojis.2012" 5 2012 5.53366029099232 "Pakruojis"
"Radviliskis.2012" 6 2012 5.45758188435099 "Radviliskis"
"Alytus.2012" 7 2012 4.97576296296296 "Alytus"
"Druskininkai.2012" 8 2012 4.20340909090909 "Druskininkai"
"Lazdijai.2012" 9 2012 4.46182469680265 "Lazdijai"
"Varena.2012" 10 2012 4.8980774227072 "Varena"
"Birstonas.2012" 11 2012 4.35125 "Birstonas"
"Jonava.2012" 12 2012 5.51277881040892 "Jonava"
"Kedainiai.2012" 13 2012 5.63297219684114 "Kedainiai"
"Kaisiadorys.2012" 14 2012 5.39638643067847 "Kaisiadorys"
"Kaunas.2012" 15 2012 5.2309265442404 "Kaunas"
"Prienai.2012" 16 2012 5.10760135135135 "Prienai"
"Raseiniai.2012" 17 2012 5.37986033519553 "Raseiniai"
"Silute.2012" 18 2012 5.24004363803399 "Silute"
"Klaipeda.2012" 19 2012 4.78746166950596 "Klaipeda"
"Kretinga.2012" 20 2012 4.97583021772597 "Kretinga"
"Neringa.2012" 21 2012 3.50904761904762 "Neringa"
"Palanga.2012" 22 2012 4.97179487179487 "Palanga"
"Skuodas.2012" 23 2012 4.96644721906924 "Skuodas"
"Sakiai.2012" 24 2012 5.35382143356155 "Sakiai"
"Marijampole.2012" 25 2012 5.18467025572005 "Marijampole"
"Vilkaviskis.2012" 26 2012 5.3352619901007 "Vilkaviskis"
"Birzai.2012" 27 2012 5.20511471576794 "Birzai"
"Kupiskis.2012" 28 2012 5.24687123947052 "Kupiskis"
"Panevezys.2012" 29 2012 5.41285049043892 "Panevezys"
"Pasvalys.2012" 30 2012 5.44056730446458 "Pasvalys"
"Rokiskis.2012" 31 2012 5.21217909721377 "Rokiskis"
"Silale.2012" 32 2012 5.82739130434783 "Silale"
"Jurbarkas.2012" 33 2012 5.35790380473798 "Jurbarkas"
"Taurage.2012" 34 2012 5.47887740029542 "Taurage"
"Mazeikiai.2012" 35 2012 4.8152466367713 "Mazeikiai"
"Plunge.2012" 36 2012 5.64210255751189 "Plunge"
"Telsiai.2012" 37 2012 5.33434987103626 "Telsiai"
"Anyksciai.2012" 38 2012 5.3850583090379 "Anyksciai"
"Ignalina.2012" 39 2012 5.35654324928184 "Ignalina"
"Moletai.2012" 40 2012 5.38139496896439 "Moletai"
"Utena.2012" 41 2012 5.71140719109327 "Utena"
"Zarasai.2012" 42 2012 5.60544527408487 "Zarasai"
"Salcininkai.2012" 43 2012 5.12882606879265 "Salcininkai"
"Sirvintos.2012" 44 2012 5.39431677786014 "Sirvintos"
"Svencionys.2012" 45 2012 5.22265032844871 "Svencionys"
"Trakai.2012" 46 2012 5.23991914449661 "Trakai"
"Ukmerge.2012" 47 2012 5.55081458494957 "Ukmerge"
"Vilnius.2012" 48 2012 5.30346014652661 "Vilnius"
"Siauliai.2013" 1 2013 5.68582020389249 "Siauliai"
"Akmene.2013" 2 2013 5.22109262682276 "Akmene"
"Joniskis.2013" 3 2013 5.68631029986962 "Joniskis"
"Kelme.2013" 4 2013 5.74806493506494 "Kelme"
"Pakruojis.2013" 5 2013 5.82085989864313 "Pakruojis"
"Radviliskis.2013" 6 2013 5.78466100552635 "Radviliskis"
"Alytus.2013" 7 2013 5.28605925925926 "Alytus"
"Druskininkai.2013" 8 2013 3.82159090909091 "Druskininkai"
"Lazdijai.2013" 9 2013 4.91470507166483 "Lazdijai"
"Varena.2013" 10 2013 5.01337143846887 "Varena"
"Birstonas.2013" 11 2013 4.6675 "Birstonas"
"Jonava.2013" 12 2013 5.50462360594796 "Jonava"
"Kedainiai.2013" 13 2013 5.59198538049863 "Kedainiai"
"Kaisiadorys.2013" 14 2013 5.45307890855457 "Kaisiadorys"
"Kaunas.2013" 15 2013 5.38785475792988 "Kaunas"
"Prienai.2013" 16 2013 5.41951951951952 "Prienai"
"Raseiniai.2013" 17 2013 5.47815642458101 "Raseiniai"
"Silute.2013" 18 2013 5.65238860817639 "Silute"
"Klaipeda.2013" 19 2013 5.41594548551959 "Klaipeda"
"Kretinga.2013" 20 2013 5.5403122938201 "Kretinga"
"Neringa.2013" 21 2013 3.67761904761905 "Neringa"
"Palanga.2013" 22 2013 5.32849002849003 "Palanga"
"Skuodas.2013" 23 2013 5.37146424517594 "Skuodas"
"Sakiai.2013" 24 2013 5.5839877043454 "Sakiai"
"Marijampole.2013" 25 2013 5.48878869448183 "Marijampole"
"Vilkaviskis.2013" 26 2013 5.77719747397167 "Vilkaviskis"
"Birzai.2013" 27 2013 5.33302645038726 "Birzai"
"Kupiskis.2013" 28 2013 5.04843561973526 "Kupiskis"
"Panevezys.2013" 29 2013 5.60917467551769 "Panevezys"
"Pasvalys.2013" 30 2013 5.60500167841558 "Pasvalys"
"Rokiskis.2013" 31 2013 5.15172162063511 "Rokiskis"
"Silale.2013" 32 2013 5.81686200378072 "Silale"
"Jurbarkas.2013" 33 2013 5.54265613783202 "Jurbarkas"
"Taurage.2013" 34 2013 5.63918020679468 "Taurage"
"Mazeikiai.2013" 35 2013 5.21373051462738 "Mazeikiai"
"Plunge.2013" 36 2013 5.82709163346614 "Plunge"
"Telsiai.2013" 37 2013 5.54899104839933 "Telsiai"
"Anyksciai.2013" 38 2013 5.43025996112731 "Anyksciai"
"Ignalina.2013" 39 2013 5.50400574529205 "Ignalina"
"Moletai.2013" 40 2013 5.69503430251552 "Moletai"
"Utena.2013" 41 2013 5.84059134878627 "Utena"
"Zarasai.2013" 42 2013 5.66754689491896 "Zarasai"
"Salcininkai.2013" 43 2013 5.35268068514135 "Salcininkai"
"Sirvintos.2013" 44 2013 5.55589325426242 "Sirvintos"
"Svencionys.2013" 45 2013 5.34096766043456 "Svencionys"
"Trakai.2013" 46 2013 5.43698487219614 "Trakai"
"Ukmerge.2013" 47 2013 5.58771140418929 "Ukmerge"
"Vilnius.2013" 48 2013 5.61925147850649 "Vilnius"
"Siauliai.2014" 1 2014 5.43739573679333 "Siauliai"
"Akmene.2014" 2 2014 5.36711850482645 "Akmene"
"Joniskis.2014" 3 2014 5.79707580555038 "Joniskis"
"Kelme.2014" 4 2014 5.51041558441558 "Kelme"
"Pakruojis.2014" 5 2014 5.62174268432238 "Pakruojis"
"Radviliskis.2014" 6 2014 5.63255155681359 "Radviliskis"
"Alytus.2014" 7 2014 4.9642962962963 "Alytus"
"Druskininkai.2014" 8 2014 3.99886363636364 "Druskininkai"
"Lazdijai.2014" 9 2014 4.7079658213892 "Lazdijai"
"Varena.2014" 10 2014 4.82734909500303 "Varena"
"Birstonas.2014" 11 2014 4.59 "Birstonas"
"Jonava.2014" 12 2014 5.48280669144981 "Jonava"
"Kedainiai.2014" 13 2014 5.66546142801201 "Kedainiai"
"Kaisiadorys.2014" 14 2014 5.28237463126844 "Kaisiadorys"
"Kaunas.2014" 15 2014 5.22533388981636 "Kaunas"
"Prienai.2014" 16 2014 5.18237612612613 "Prienai"
"Raseiniai.2014" 17 2014 5.24071229050279 "Raseiniai"
"Silute.2014" 18 2014 5.12899632521819 "Silute"
"Klaipeda.2014" 19 2014 4.87194207836457 "Klaipeda"
"Kretinga.2014" 20 2014 5.20008797009017 "Kretinga"
"Neringa.2014" 21 2014 3.22571428571429 "Neringa"
"Palanga.2014" 22 2014 4.79344729344729 "Palanga"
"Skuodas.2014" 23 2014 5.0072190692395 "Skuodas"
"Sakiai.2014" 24 2014 5.45653206650831 "Sakiai"
"Marijampole.2014" 25 2014 5.20462987886945 "Marijampole"
"Vilkaviskis.2014" 26 2014 5.37887011435398 "Vilkaviskis"
"Birzai.2014" 27 2014 5.39970773052755 "Birzai"
"Kupiskis.2014" 28 2014 5.30892498997192 "Kupiskis"
"Panevezys.2014" 29 2014 5.48833845239275 "Panevezys"
"Pasvalys.2014" 30 2014 5.45092312856663 "Pasvalys"
"Rokiskis.2014" 31 2014 5.16144299793162 "Rokiskis"
"Silale.2014" 32 2014 5.71960302457467 "Silale"
"Jurbarkas.2014" 33 2014 5.38562814070352 "Jurbarkas"
"Taurage.2014" 34 2014 5.50812407680945 "Taurage"
"Mazeikiai.2014" 35 2014 5.01637838992099 "Mazeikiai"
"Plunge.2014" 36 2014 5.50710705564837 "Plunge"
"Telsiai.2014" 37 2014 5.31121225914125 "Telsiai"
"Anyksciai.2014" 38 2014 5.23825315840622 "Anyksciai"
"Ignalina.2014" 39 2014 5.16879987232684 "Ignalina"
"Moletai.2014" 40 2014 5.18248938255472 "Moletai"
"Utena.2014" 41 2014 5.5012593538967 "Utena"
"Zarasai.2014" 42 2014 5.48945547259151 "Zarasai"
"Salcininkai.2014" 43 2014 5.09022420275728 "Salcininkai"
"Sirvintos.2014" 44 2014 5.23713862120089 "Sirvintos"
"Svencionys.2014" 45 2014 5.16528549772612 "Svencionys"
"Trakai.2014" 46 2014 5.147209181012 "Trakai"
"Ukmerge.2014" 47 2014 5.28834755624515 "Ukmerge"
"Vilnius.2014" 48 2014 5.26176185011916 "Vilnius"
"Siauliai.2015" 1 2015 5.66219879518072 "Siauliai"
"Akmene.2015" 2 2015 5.70308071472582 "Akmene"
"Joniskis.2015" 3 2015 5.87366362451108 "Joniskis"
"Kelme.2015" 4 2015 5.59279220779221 "Kelme"
"Pakruojis.2015" 5 2015 5.83572012424391 "Pakruojis"
"Radviliskis.2015" 6 2015 5.64155546569619 "Radviliskis"
"Alytus.2015" 7 2015 4.99825185185185 "Alytus"
"Druskininkai.2015" 8 2015 3.89886363636364 "Druskininkai"
"Lazdijai.2015" 9 2015 4.49062844542448 "Lazdijai"
"Varena.2015" 10 2015 4.65547761323287 "Varena"
"Birstonas.2015" 11 2015 4.55625 "Birstonas"
"Jonava.2015" 12 2015 5.42400092936803 "Jonava"
"Kedainiai.2015" 13 2015 5.77826654483749 "Kedainiai"
"Kaisiadorys.2015" 14 2015 5.37625368731563 "Kaisiadorys"
"Kaunas.2015" 15 2015 5.3107122982749 "Kaunas"
"Prienai.2015" 16 2015 5.05328453453453 "Prienai"
"Raseiniai.2015" 17 2015 5.32079608938547 "Raseiniai"
"Silute.2015" 18 2015 5.22594166283877 "Silute"
"Klaipeda.2015" 19 2015 5.11081771720613 "Klaipeda"
"Kretinga.2015" 20 2015 5.1182318011876 "Kretinga"
"Neringa.2015" 21 2015 3.48952380952381 "Neringa"
"Palanga.2015" 22 2015 5.07122507122507 "Palanga"
"Skuodas.2015" 23 2015 4.80236095346198 "Skuodas"
"Sakiai.2015" 24 2015 5.75632248148666 "Sakiai"
"Marijampole.2015" 25 2015 5.15725437415882 "Marijampole"
"Vilkaviskis.2015" 26 2015 5.50325994196962 "Vilkaviskis"
"Birzai.2015" 27 2015 5.59557211749233 "Birzai"
"Kupiskis.2015" 28 2015 5.33840754111512 "Kupiskis"
"Panevezys.2015" 29 2015 5.57219855345289 "Panevezys"
"Pasvalys.2015" 30 2015 5.86560926485398 "Pasvalys"
"Rokiskis.2015" 31 2015 5.23041732570872 "Rokiskis"
"Silale.2015" 32 2015 5.84134215500945 "Silale"
"Jurbarkas.2015" 33 2015 5.46572864321608 "Jurbarkas"
"Taurage.2015" 34 2015 5.40786558345643 "Taurage"
"Mazeikiai.2015" 35 2015 5.17106555626735 "Mazeikiai"
"Plunge.2015" 36 2015 5.64184552114124 "Plunge"
"Telsiai.2015" 37 2015 5.37681687149143 "Telsiai"
"Anyksciai.2015" 38 2015 5.35434888241011 "Anyksciai"
"Ignalina.2015" 39 2015 5.24706351739547 "Ignalina"
"Moletai.2015" 40 2015 5.28616465207449 "Moletai"
"Utena.2015" 41 2015 5.60680781164446 "Utena"
"Zarasai.2015" 42 2015 5.57133491167365 "Zarasai"
"Salcininkai.2015" 43 2015 5.05937891658543 "Salcininkai"
"Sirvintos.2015" 44 2015 5.48339510748703 "Sirvintos"
"Svencionys.2015" 45 2015 5.11069984840829 "Svencionys"
"Trakai.2015" 46 2015 4.92828638497653 "Trakai"
"Ukmerge.2015" 47 2015 5.55753297129558 "Ukmerge"
"Vilnius.2015" 48 2015 5.23125606849678 "Vilnius"
