"ID" "Year" "LAI_Avg" "Municipality"
"Siauliai.2011" 1 2011 31.7868090802463 "Siauliai"
"Akmene.2011" 2 2011 28.4522065210297 "Akmene"
"Joniskis.2011" 3 2011 26.5619637393711 "Joniskis"
"Kelme.2011" 4 2011 33.1038817315441 "Kelme"
"Pakruojis.2011" 5 2011 27.0903232849653 "Pakruojis"
"Radviliskis.2011" 6 2011 29.0776886070153 "Radviliskis"
"Alytus.2011" 7 2011 31.0787984459984 "Alytus"
"Druskininkai.2011" 8 2011 24.5090260118669 "Druskininkai"
"Lazdijai.2011" 9 2011 29.8006077493192 "Lazdijai"
"Varena.2011" 10 2011 29.7123931994028 "Varena"
"Birstonas.2011" 11 2011 27.6377258158508 "Birstonas"
"Jonava.2011" 12 2011 31.6984602171115 "Jonava"
"Kedainiai.2011" 13 2011 29.8494618628119 "Kedainiai"
"Kaisiadorys.2011" 14 2011 33.5139944157367 "Kaisiadorys"
"Kaunas.2011" 15 2011 30.5626996550411 "Kaunas"
"Prienai.2011" 16 2011 31.536586353253 "Prienai"
"Raseiniai.2011" 17 2011 29.9079041388469 "Raseiniai"
"Silute.2011" 18 2011 33.7820455523143 "Silute"
"Klaipeda.2011" 19 2011 30.336998804716 "Klaipeda"
"Kretinga.2011" 20 2011 27.6343960110949 "Kretinga"
"Neringa.2011" 21 2011 23.0802172827173 "Neringa"
"Palanga.2011" 22 2011 30.3377871416333 "Palanga"
"Skuodas.2011" 23 2011 28.9724382925688 "Skuodas"
"Sakiai.2011" 24 2011 29.0870488007172 "Sakiai"
"Marijampole.2011" 25 2011 30.4983661859301 "Marijampole"
"Vilkaviskis.2011" 26 2011 28.0337279274555 "Vilkaviskis"
"Birzai.2011" 27 2011 30.0135548094557 "Birzai"
"Kupiskis.2011" 28 2011 30.8124613664626 "Kupiskis"
"Panevezys.2011" 29 2011 31.1090279437748 "Panevezys"
"Pasvalys.2011" 30 2011 25.6292064682548 "Pasvalys"
"Rokiskis.2011" 31 2011 31.2695242030684 "Rokiskis"
"Silale.2011" 32 2011 37.7096657207527 "Silale"
"Jurbarkas.2011" 33 2011 30.765237901207 "Jurbarkas"
"Taurage.2011" 34 2011 36.4437643048934 "Taurage"
"Mazeikiai.2011" 35 2011 27.1969641262242 "Mazeikiai"
"Plunge.2011" 36 2011 36.2859589888185 "Plunge"
"Telsiai.2011" 37 2011 33.9373936882585 "Telsiai"
"Anyksciai.2011" 38 2011 32.7118852094617 "Anyksciai"
"Ignalina.2011" 39 2011 33.7447469551763 "Ignalina"
"Moletai.2011" 40 2011 34.6127028585049 "Moletai"
"Utena.2011" 41 2011 37.5191131413252 "Utena"
"Zarasai.2011" 42 2011 36.3809031859296 "Zarasai"
"Salcininkai.2011" 43 2011 32.4854096977617 "Salcininkai"
"Sirvintos.2011" 44 2011 33.6979869977646 "Sirvintos"
"Svencionys.2011" 45 2011 32.6174054669854 "Svencionys"
"Trakai.2011" 46 2011 33.4979673546184 "Trakai"
"Ukmerge.2011" 47 2011 33.2770516777421 "Ukmerge"
"Vilnius.2011" 48 2011 34.1635745375837 "Vilnius"
"Siauliai.2012" 1 2012 32.0980393975297 "Siauliai"
"Akmene.2012" 2 2012 29.6108010477234 "Akmene"
"Joniskis.2012" 3 2012 29.8098752776579 "Joniskis"
"Kelme.2012" 4 2012 33.6042060608944 "Kelme"
"Pakruojis.2012" 5 2012 29.9184723192815 "Pakruojis"
"Radviliskis.2012" 6 2012 30.9065104007583 "Radviliskis"
"Alytus.2012" 7 2012 31.8553845405623 "Alytus"
"Druskininkai.2012" 8 2012 24.2521124708625 "Druskininkai"
"Lazdijai.2012" 9 2012 28.9188266399471 "Lazdijai"
"Varena.2012" 10 2012 30.0206518926836 "Varena"
"Birstonas.2012" 11 2012 28.1067526223776 "Birstonas"
"Jonava.2012" 12 2012 33.5096811361914 "Jonava"
"Kedainiai.2012" 13 2012 32.0258341866259 "Kedainiai"
"Kaisiadorys.2012" 14 2012 34.0925878294518 "Kaisiadorys"
"Kaunas.2012" 15 2012 31.5272414590758 "Kaunas"
"Prienai.2012" 16 2012 32.0656934615268 "Prienai"
"Raseiniai.2012" 17 2012 31.4949008211683 "Raseiniai"
"Silute.2012" 18 2012 32.9056831371686 "Silute"
"Klaipeda.2012" 19 2012 30.769719131427 "Klaipeda"
"Kretinga.2012" 20 2012 31.517253095486 "Kretinga"
"Neringa.2012" 21 2012 23.9698204573205 "Neringa"
"Palanga.2012" 22 2012 33.1573708817299 "Palanga"
"Skuodas.2012" 23 2012 30.2128640838289 "Skuodas"
"Sakiai.2012" 24 2012 30.5297338379566 "Sakiai"
"Marijampole.2012" 25 2012 31.2807463790135 "Marijampole"
"Vilkaviskis.2012" 26 2012 29.7789963781643 "Vilkaviskis"
"Birzai.2012" 27 2012 31.5995523709246 "Birzai"
"Kupiskis.2012" 28 2012 31.717106920356 "Kupiskis"
"Panevezys.2012" 29 2012 32.1409837000742 "Panevezys"
"Pasvalys.2012" 30 2012 28.6570117720294 "Pasvalys"
"Rokiskis.2012" 31 2012 32.4407189493666 "Rokiskis"
"Silale.2012" 32 2012 37.2587675053365 "Silale"
"Jurbarkas.2012" 33 2012 32.9072056570693 "Jurbarkas"
"Taurage.2012" 34 2012 35.3578068518754 "Taurage"
"Mazeikiai.2012" 35 2012 28.7322684249814 "Mazeikiai"
"Plunge.2012" 36 2012 36.6162873885885 "Plunge"
"Telsiai.2012" 37 2012 33.8552237181049 "Telsiai"
"Anyksciai.2012" 38 2012 33.4969605295498 "Anyksciai"
"Ignalina.2012" 39 2012 33.8901506493471 "Ignalina"
"Moletai.2012" 40 2012 35.1438125220999 "Moletai"
"Utena.2012" 41 2012 36.9228077204578 "Utena"
"Zarasai.2012" 42 2012 36.6486437225738 "Zarasai"
"Salcininkai.2012" 43 2012 31.7002744895483 "Salcininkai"
"Sirvintos.2012" 44 2012 33.939922576394 "Sirvintos"
"Svencionys.2012" 45 2012 32.9057050025658 "Svencionys"
"Trakai.2012" 46 2012 33.9929559833316 "Trakai"
"Ukmerge.2012" 47 2012 34.7608664914949 "Ukmerge"
"Vilnius.2012" 48 2012 34.5156292516342 "Vilnius"
"Siauliai.2013" 1 2013 32.3514909972249 "Siauliai"
"Akmene.2013" 2 2013 28.8806660279088 "Akmene"
"Joniskis.2013" 3 2013 28.6568628087626 "Joniskis"
"Kelme.2013" 4 2013 33.027572297832 "Kelme"
"Pakruojis.2013" 5 2013 30.2032898522109 "Pakruojis"
"Radviliskis.2013" 6 2013 31.6942922774908 "Radviliskis"
"Alytus.2013" 7 2013 31.8318150105039 "Alytus"
"Druskininkai.2013" 8 2013 25.6214174083492 "Druskininkai"
"Lazdijai.2013" 9 2013 30.385430239551 "Lazdijai"
"Varena.2013" 10 2013 30.8429046880008 "Varena"
"Birstonas.2013" 11 2013 28.3772435897436 "Birstonas"
"Jonava.2013" 12 2013 33.202450024418 "Jonava"
"Kedainiai.2013" 13 2013 31.3671446564574 "Kedainiai"
"Kaisiadorys.2013" 14 2013 33.6960760222652 "Kaisiadorys"
"Kaunas.2013" 15 2013 31.6002310730295 "Kaunas"
"Prienai.2013" 16 2013 32.1330543689919 "Prienai"
"Raseiniai.2013" 17 2013 30.2681613750154 "Raseiniai"
"Silute.2013" 18 2013 33.9416202812907 "Silute"
"Klaipeda.2013" 19 2013 32.7550740268628 "Klaipeda"
"Kretinga.2013" 20 2013 32.2034920947391 "Kretinga"
"Neringa.2013" 21 2013 24.2969133644134 "Neringa"
"Palanga.2013" 22 2013 32.7556385684591 "Palanga"
"Skuodas.2013" 23 2013 30.6951195928551 "Skuodas"
"Sakiai.2013" 24 2013 30.7117047457379 "Sakiai"
"Marijampole.2013" 25 2013 31.6548536535246 "Marijampole"
"Vilkaviskis.2013" 26 2013 30.2628221473204 "Vilkaviskis"
"Birzai.2013" 27 2013 31.0378340581431 "Birzai"
"Kupiskis.2013" 28 2013 29.9771012681663 "Kupiskis"
"Panevezys.2013" 29 2013 33.3177550654812 "Panevezys"
"Pasvalys.2013" 30 2013 28.7234345696078 "Pasvalys"
"Rokiskis.2013" 31 2013 30.8545379222986 "Rokiskis"
"Silale.2013" 32 2013 37.1009878558744 "Silale"
"Jurbarkas.2013" 33 2013 32.3467905533089 "Jurbarkas"
"Taurage.2013" 34 2013 34.3671089767979 "Taurage"
"Mazeikiai.2013" 35 2013 28.9722193512232 "Mazeikiai"
"Plunge.2013" 36 2013 37.6630697013649 "Plunge"
"Telsiai.2013" 37 2013 33.1635822125581 "Telsiai"
"Anyksciai.2013" 38 2013 33.3793604661589 "Anyksciai"
"Ignalina.2013" 39 2013 33.5473208171939 "Ignalina"
"Moletai.2013" 40 2013 35.1747124767135 "Moletai"
"Utena.2013" 41 2013 36.7372327627757 "Utena"
"Zarasai.2013" 42 2013 35.9636913522545 "Zarasai"
"Salcininkai.2013" 43 2013 32.647952586645 "Salcininkai"
"Sirvintos.2013" 44 2013 34.113143168777 "Sirvintos"
"Svencionys.2013" 45 2013 33.2964745861348 "Svencionys"
"Trakai.2013" 46 2013 34.5743880308239 "Trakai"
"Ukmerge.2013" 47 2013 34.5418556303622 "Ukmerge"
"Vilnius.2013" 48 2013 35.7611302417044 "Vilnius"
"Siauliai.2014" 1 2014 32.4111925551279 "Siauliai"
"Akmene.2014" 2 2014 29.7324784689079 "Akmene"
"Joniskis.2014" 3 2014 30.9535515983365 "Joniskis"
"Kelme.2014" 4 2014 33.721835736774 "Kelme"
"Pakruojis.2014" 5 2014 30.6774000580278 "Pakruojis"
"Radviliskis.2014" 6 2014 32.418314737785 "Radviliskis"
"Alytus.2014" 7 2014 30.6320403033181 "Alytus"
"Druskininkai.2014" 8 2014 24.2735590167408 "Druskininkai"
"Lazdijai.2014" 9 2014 29.6326528813126 "Lazdijai"
"Varena.2014" 10 2014 30.2247772776092 "Varena"
"Birstonas.2014" 11 2014 28.07974504662 "Birstonas"
"Jonava.2014" 12 2014 33.5248540686389 "Jonava"
"Kedainiai.2014" 13 2014 32.9667863025747 "Kedainiai"
"Kaisiadorys.2014" 14 2014 33.0887414392392 "Kaisiadorys"
"Kaunas.2014" 15 2014 31.6548780348446 "Kaunas"
"Prienai.2014" 16 2014 30.9344675349884 "Prienai"
"Raseiniai.2014" 17 2014 30.5564555680198 "Raseiniai"
"Silute.2014" 18 2014 30.5997064140754 "Silute"
"Klaipeda.2014" 19 2014 29.6144607531405 "Klaipeda"
"Kretinga.2014" 20 2014 30.4362117051143 "Kretinga"
"Neringa.2014" 21 2014 22.6329462204462 "Neringa"
"Palanga.2014" 22 2014 31.2382536741511 "Palanga"
"Skuodas.2014" 23 2014 28.1729327060882 "Skuodas"
"Sakiai.2014" 24 2014 30.7213368679975 "Sakiai"
"Marijampole.2014" 25 2014 31.0830345006422 "Marijampole"
"Vilkaviskis.2014" 26 2014 29.3047761454187 "Vilkaviskis"
"Birzai.2014" 27 2014 31.7544319799252 "Birzai"
"Kupiskis.2014" 28 2014 31.3901214253501 "Kupiskis"
"Panevezys.2014" 29 2014 33.0463513164841 "Panevezys"
"Pasvalys.2014" 30 2014 28.7476481027085 "Pasvalys"
"Rokiskis.2014" 31 2014 31.3540858527718 "Rokiskis"
"Silale.2014" 32 2014 36.1697240456456 "Silale"
"Jurbarkas.2014" 33 2014 32.1910291682474 "Jurbarkas"
"Taurage.2014" 34 2014 33.3169058666797 "Taurage"
"Mazeikiai.2014" 35 2014 27.9441081257225 "Mazeikiai"
"Plunge.2014" 36 2014 34.6363922059463 "Plunge"
"Telsiai.2014" 37 2014 32.7643588554604 "Telsiai"
"Anyksciai.2014" 38 2014 32.2297760015872 "Anyksciai"
"Ignalina.2014" 39 2014 32.3660707749002 "Ignalina"
"Moletai.2014" 40 2014 32.6632237104795 "Moletai"
"Utena.2014" 41 2014 35.2855277755442 "Utena"
"Zarasai.2014" 42 2014 35.9835212870862 "Zarasai"
"Salcininkai.2014" 43 2014 31.4397022742379 "Salcininkai"
"Sirvintos.2014" 44 2014 32.8530096444477 "Sirvintos"
"Svencionys.2014" 45 2014 31.8386689120772 "Svencionys"
"Trakai.2014" 46 2014 33.7076404316428 "Trakai"
"Ukmerge.2014" 47 2014 33.3006511977808 "Ukmerge"
"Vilnius.2014" 48 2014 33.4271982198322 "Vilnius"
"Siauliai.2015" 1 2015 33.4718026068901 "Siauliai"
"Akmene.2015" 2 2015 32.237854769201 "Akmene"
"Joniskis.2015" 3 2015 30.7100922473152 "Joniskis"
"Kelme.2015" 4 2015 33.5563765476947 "Kelme"
"Pakruojis.2015" 5 2015 30.7360260282649 "Pakruojis"
"Radviliskis.2015" 6 2015 31.5356675613853 "Radviliskis"
"Alytus.2015" 7 2015 29.8202357736913 "Alytus"
"Druskininkai.2015" 8 2015 25.4257589001907 "Druskininkai"
"Lazdijai.2015" 9 2015 28.3284202222805 "Lazdijai"
"Varena.2015" 10 2015 30.1512922440761 "Varena"
"Birstonas.2015" 11 2015 27.2187062937063 "Birstonas"
"Jonava.2015" 12 2015 32.2124838245191 "Jonava"
"Kedainiai.2015" 13 2015 32.6552749626043 "Kedainiai"
"Kaisiadorys.2015" 14 2015 32.4209196034832 "Kaisiadorys"
"Kaunas.2015" 15 2015 31.777173830158 "Kaunas"
"Prienai.2015" 16 2015 29.9589527349944 "Prienai"
"Raseiniai.2015" 17 2015 30.433866392763 "Raseiniai"
"Silute.2015" 18 2015 33.6617991495949 "Silute"
"Klaipeda.2015" 19 2015 32.7273946316791 "Klaipeda"
"Kretinga.2015" 20 2015 31.2039239265487 "Kretinga"
"Neringa.2015" 21 2015 24.1578085803086 "Neringa"
"Palanga.2015" 22 2015 33.2616493667776 "Palanga"
"Skuodas.2015" 23 2015 29.2767127972293 "Skuodas"
"Sakiai.2015" 24 2015 31.9526550956689 "Sakiai"
"Marijampole.2015" 25 2015 29.9544400709206 "Marijampole"
"Vilkaviskis.2015" 26 2015 28.5762443005403 "Vilkaviskis"
"Birzai.2015" 27 2015 33.2150445560901 "Birzai"
"Kupiskis.2015" 28 2015 31.8238464631816 "Kupiskis"
"Panevezys.2015" 29 2015 33.0544652428607 "Panevezys"
"Pasvalys.2015" 30 2015 30.9857766277958 "Pasvalys"
"Rokiskis.2015" 31 2015 32.3384012757598 "Rokiskis"
"Silale.2015" 32 2015 38.1979278865432 "Silale"
"Jurbarkas.2015" 33 2015 32.7524677611612 "Jurbarkas"
"Taurage.2015" 34 2015 34.3308237901111 "Taurage"
"Mazeikiai.2015" 35 2015 29.9191932797314 "Mazeikiai"
"Plunge.2015" 36 2015 37.5383410745961 "Plunge"
"Telsiai.2015" 37 2015 34.6307270857567 "Telsiai"
"Anyksciai.2015" 38 2015 33.0286988144131 "Anyksciai"
"Ignalina.2015" 39 2015 33.0069877244789 "Ignalina"
"Moletai.2015" 40 2015 34.0791192146632 "Moletai"
"Utena.2015" 41 2015 36.3507608906678 "Utena"
"Zarasai.2015" 42 2015 36.9559303017143 "Zarasai"
"Salcininkai.2015" 43 2015 31.4399589826689 "Salcininkai"
"Sirvintos.2015" 44 2015 33.2245556916795 "Sirvintos"
"Svencionys.2015" 45 2015 32.6650776529629 "Svencionys"
"Trakai.2015" 46 2015 32.2366616209241 "Trakai"
"Ukmerge.2015" 47 2015 34.0645159689031 "Ukmerge"
"Vilnius.2015" 48 2015 33.9151920249502 "Vilnius"
